date,symbol,price,ratio,to_buy,sma_10d,sma_50w,sma_100d,sma_200d,other_expenses,ebitdaMargin,eps,costOfRevenue,revenues,revenues_lag_days,MarkRevRatio,cost_revenue_ratio
2022-03-30,UNM,31.52,0.73,1,30.71,27.36,26.62,26.73,1384400000,0.091,0.78,-8703500000,2979100000,89,2.144,-2.92
2022-03-30,PNW,77.69,0.63,0,75.04,75.37,69.65,73.19,26644000,0.31,0.24,518973000,798857000,89,10.999,0.65
2022-03-30,DHI,78.89,0.71,0,80.78,92.2,92.93,91.73,15500000,0.213,3.21,4905700000,7053400000,89,3.949,0.7
2023-10-23,TPR,27.9,0.49,1,28.11,38.88,36.54,39.4,-1400000,0.196,0.85,415500000,1513200000,23,4.228,0.27
2023-10-23,ALL,121.83,0.35,1,121.38,118.59,110.71,116.08,-14128000000,-0.07,-0.0,0,13208000000,23,2.419,0.0
2021-01-07,DVN,18.57,0.63,1,16.4,12.36,11.85,11.45,-1000000,0.238,-0.27,1190000000,1280000000,7,9.488,0.93
2021-01-07,CNP,20.88,0.6,1,21.46,20.06,21.32,19.62,16000000,0.327,0.28,1336000000,2054000000,7,5.611,0.65
2021-01-07,CNC,69.75,0.68,0,61.41,62.91,62.19,63.43,192000000,0.007,-0.02,24984000000,28288000000,7,1.435,0.88
2023-03-14,AIV,7.29,0.05,1,7.56,7.43,7.64,7.61,15548000,-4.649,-1.38,15408000,41969000,73,25.33,0.37
2023-03-14,FOX,30.19,0.74,0,31.35,30.95,30.04,30.47,3631000000,0.13,0.58,3631000000,4605000000,73,3.722,0.79
2023-03-14,WFC,40.17,0.74,1,43.53,43.86,44.93,43.74,4620000000,0.254,0.68,0,19660000000,73,7.735,0.0
2023-03-14,CNC,63.34,0.54,0,66.81,81.84,78.0,81.96,352000000,0.018,-0.39,31714000000,35561000000,73,0.981,0.89
2021-04-29,MOS,36.3,0.8,1,34.16,21.82,28.84,23.37,3000000,0.138,0.41,1862200000,2297100000,29,6.002,0.81
2021-04-29,DOW,64.06,0.48,0,63.18,51.61,59.58,53.65,128000000,0.188,1.32,10062000000,11882000000,29,4.027,0.85
2021-04-29,PNW,83.57,0.6,0,83.92,78.74,78.95,79.34,34762000,0.374,0.32,428282000,696475000,29,13.545,0.61
2021-05-20,MOS,34.95,0.77,1,35.8,23.24,30.79,25.01,3000000,0.138,0.41,1862200000,2297100000,50,5.779,0.81
2021-05-20,DOW,68.26,0.51,0,68.91,53.39,61.61,55.55,128000000,0.188,1.32,10062000000,11882000000,50,4.291,0.85
2021-05-20,LNC,68.32,0.7,0,69.02,47.37,58.62,48.99,-4207000000,0.072,1.17,0,4534000000,50,2.849,0.0
2021-05-20,PNW,85.37,0.61,0,85.77,79.3,79.82,79.62,34762000,0.374,0.32,428282000,696475000,50,13.836,0.61
2024-03-01,FOX,26.99,0.32,1,27.38,29.43,28.18,29.3,-17000000,0.082,0.23,3490000000,4234000000,61,3.342,0.82
2024-03-01,CNC,77.98,0.47,0,79.29,69.75,74.36,70.43,4571000000,-0.005,0.08,31595000000,39460000000,61,1.057,0.8
2021-10-22,AIV,7.44,0.12,0,7.38,9.16,7.04,6.4,1785000,0.59,-0.03,18155000,42893000,22,25.909,0.42
2021-10-22,OXY,33.93,0.77,1,32.83,25.25,28.26,26.85,576000000,0.537,0.67,4424000000,6792000000,22,4.678,0.65
2021-10-22,TPR,38.62,0.79,1,38.56,39.43,41.05,41.37,-2200000,0.232,0.82,412200000,1480900000,20,7.07,0.28
2021-10-22,EA,141.07,0.69,0,137.54,139.05,140.64,140.16,1000000,0.238,1.03,494000000,1826000000,22,21.864,0.27
2021-05-25,MOS,34.77,0.76,1,35.61,23.7,31.19,25.29,3000000,0.138,0.41,1862200000,2297100000,55,5.749,0.81
2021-05-25,LNC,67.16,0.69,1,68.85,47.95,59.18,49.45,-4207000000,0.072,1.17,0,4534000000,55,2.801,0.0
2021-05-25,DOW,69.04,0.52,0,69.02,53.94,62.05,55.95,128000000,0.188,1.32,10062000000,11882000000,55,4.34,0.85
2021-05-25,PNW,86.08,0.62,0,85.55,79.48,80.04,79.7,34762000,0.374,0.32,428282000,696475000,55,13.952,0.61
2022-06-02,MOS,60.1,0.38,0,59.84,44.69,57.13,46.91,200000,0.32,3.23,2483200000,3922300000,63,5.508,0.63
2022-06-02,DHI,76.28,0.69,0,71.15,87.97,79.33,87.22,9300000,0.234,4.07,5429900000,7999000000,63,3.345,0.68
2022-06-02,PNW,77.58,0.63,0,77.11,73.71,73.59,71.75,245428000,0.359,0.15,483611000,783531000,63,11.206,0.62
2022-06-02,PSX,103.0,0.22,0,98.74,80.31,87.19,80.36,1489000000,0.036,1.3,33833000000,36179000000,63,1.375,0.94
2022-06-02,FANG,153.9,0.8,0,143.16,112.09,133.23,116.54,8000000,0.82,4.39,704000000,2408000000,63,11.285,0.29
2021-11-12,AIV,8.02,0.12,0,7.88,7.78,7.09,6.62,1785000,0.59,-0.03,18155000,42893000,43,27.929,0.42
2021-11-12,EA,145.44,0.71,0,141.06,140.21,140.24,140.03,1000000,0.238,1.03,494000000,1826000000,43,22.541,0.27
2021-11-12,TRV,157.42,0.77,1,158.48,151.88,155.45,154.26,-2468000000,0.123,2.65,0,8805000000,43,4.359,0.0
2022-02-24,FOX,37.26,0.45,0,38.63,36.07,36.73,35.82,-46000000,0.059,-0.15,3760000000,4441000000,55,5.181,0.85
2022-02-24,WY,38.23,0.52,0,40.03,37.2,38.79,37.09,-5000000,0.329,0.56,1501000000,2206000000,55,12.954,0.68
2021-12-02,AIV,7.59,0.12,0,7.7,6.51,7.19,6.81,1785000,0.59,-0.03,18155000,42893000,63,26.431,0.42
2021-12-02,APA,26.18,0.49,1,26.75,20.5,22.36,21.37,77000000,0.387,-0.22,1115000000,2059000000,63,4.59,0.54
2021-07-07,APA,20.05,0.55,1,21.4,16.34,20.29,16.61,31000000,0.572,0.83,985000000,1756000000,7,4.301,0.56
2021-07-07,MOS,30.56,0.54,1,31.06,26.06,32.91,27.47,1400000,0.23,1.15,2048400000,2800700000,7,4.144,0.73
2021-07-07,NRG,41.41,0.45,0,39.8,35.83,37.33,36.08,12000000,0.396,4.4,2957000000,5243000000,7,1.935,0.56
2021-07-07,EVRG,61.82,0.59,0,61.34,56.97,60.55,57.38,-4100000,0.423,0.81,617800000,1236200000,7,11.487,0.5
2021-07-07,VFC,82.01,0.79,0,82.15,78.69,82.08,81.04,9041000,0.123,0.83,955551000,2194557000,4,14.641,0.44
2021-07-07,PSX,82.54,0.66,0,86.63,71.53,84.22,73.15,51000000,0.035,0.66,25582000000,27002000000,7,1.346,0.95
2021-07-07,PNW,83.56,0.73,0,82.44,80.33,82.11,81.18,33942000,0.488,1.91,499525000,1000249000,7,9.433,0.5
2021-07-07,HAS,96.93,0.8,0,94.61,90.78,95.6,92.71,10600000,0.165,-0.17,456500000,1322200000,10,10.139,0.35
2019-12-03,COTY,11.6,0.65,0,11.66,10.8,10.74,11.32,-2200000,0.13,0.07,738400000,1942800000,64,4.521,0.38
2019-12-03,BBY,78.11,0.46,1,76.89,68.2,70.86,70.13,0,0.061,1.11,7403000000,9764000000,31,2.078,0.76
2022-08-26,VFC,41.16,0.66,0,44.93,59.26,48.23,57.23,-94714000,0.058,-0.14,1042982000,2261595000,55,6.953,0.46
2022-08-26,EVRG,69.48,0.66,0,70.63,66.06,67.64,66.42,-17000000,0.392,0.85,778600000,1446500000,57,11.043,0.54
2022-08-26,PNW,75.92,0.59,0,77.19,71.81,74.33,72.21,241000000,0.422,1.45,597574000,1061669000,57,8.096,0.56
2021-08-18,APA,16.6,0.46,1,18.0,16.68,19.87,17.95,31000000,0.572,0.83,985000000,1756000000,49,3.561,0.56
2021-08-18,DVN,26.14,0.64,1,27.26,20.02,26.12,21.95,14000000,0.357,0.38,2014000000,2417000000,49,7.322,0.83
2021-08-18,MOS,30.91,0.55,1,32.46,27.72,32.9,29.34,1400000,0.23,1.15,2048400000,2800700000,49,4.192,0.73
2021-08-18,NRG,43.03,0.46,0,43.22,36.8,38.09,37.58,12000000,0.396,4.4,2957000000,5243000000,49,2.011,0.56
2021-08-18,EVRG,68.87,0.66,0,67.71,58.38,63.28,59.22,-4100000,0.423,0.81,617800000,1236200000,49,12.797,0.5
2021-08-18,VFC,76.15,0.73,0,79.72,80.58,82.39,82.19,9041000,0.123,0.83,955551000,2194557000,46,13.595,0.44
2021-08-18,PNW,80.19,0.7,0,80.08,80.96,83.81,81.62,33942000,0.488,1.91,499525000,1000249000,49,9.053,0.5
2021-08-18,HAS,95.95,0.79,0,98.52,93.06,96.62,94.81,10600000,0.165,-0.17,456500000,1322200000,52,10.036,0.35
2023-01-05,AIV,7.09,0.05,1,7.2,7.35,7.98,7.39,15548000,-4.649,-1.38,15408000,41969000,5,24.635,0.37
2023-01-05,FOX,28.95,0.71,1,28.63,32.15,29.54,31.05,3631000000,0.13,0.58,3631000000,4605000000,5,3.49,0.79
2023-01-05,CNC,77.26,0.65,0,80.89,84.29,83.83,84.66,352000000,0.018,-0.39,31714000000,35561000000,5,1.197,0.89
2023-01-05,BBY,81.51,0.76,0,80.98,81.07,73.85,77.81,0,0.058,1.23,8255000000,10587000000,68,1.701,0.78
2024-03-21,FOXA,30.51,0.37,1,29.72,31.48,30.21,31.39,-17000000,0.082,0.23,3490000000,4234000000,81,3.466,0.82
2024-03-21,CNC,77.18,0.47,0,77.19,70.5,75.28,71.31,4571000000,-0.005,0.08,31595000000,39460000000,81,1.047,0.8
2022-10-20,AAL,13.46,0.3,1,12.97,15.94,13.91,15.6,1399000000,0.086,0.74,10638000000,13462000000,20,0.651,0.79
2022-10-20,NRG,40.72,0.79,0,41.27,39.81,40.33,39.96,197000000,0.043,0.29,7802000000,8510000000,20,1.098,0.92
2022-10-20,EA,123.55,0.74,0,121.45,128.14,127.03,127.51,43000000,0.291,1.08,462000000,1904000000,20,17.91,0.24
2022-10-20,IBM,128.3,0.71,1,120.9,130.12,131.64,131.41,-121000000,-0.216,-3.56,6677000000,14107000000,20,8.238,0.47
2022-06-30,UA,7.58,0.57,1,8.12,16.13,12.72,15.66,-14241000,0.051,0.02,718860000,1349057000,0,2.805,0.53
2022-06-30,FOX,29.7,0.77,1,30.0,35.17,34.54,35.46,1814000000,0.208,0.55,1814000000,3033000000,0,5.832,0.6
2022-06-30,VFC,44.17,0.71,0,46.0,64.5,52.97,62.23,9659000,0.092,0.21,1358792000,2824664000,89,6.06,0.48
2022-06-30,EVRG,65.25,0.62,0,62.97,65.99,66.31,65.64,-17000000,0.392,0.85,778600000,1446500000,0,10.371,0.54
2022-06-30,PNW,73.12,0.56,0,70.21,72.72,73.84,71.23,241000000,0.422,1.45,597574000,1061669000,0,7.797,0.56
2023-02-03,AIV,7.71,0.05,1,7.59,7.41,7.66,7.43,15548000,-4.649,-1.38,15408000,41969000,34,26.789,0.37
2023-02-03,FOX,32.3,0.8,0,31.61,31.59,29.27,30.48,3631000000,0.13,0.58,3631000000,4605000000,34,3.915,0.79
2023-02-03,CNC,71.01,0.6,0,74.91,83.81,80.41,83.68,352000000,0.018,-0.39,31714000000,35561000000,34,1.1,0.89
2023-08-16,COTY,11.45,0.75,0,11.85,10.03,11.92,10.57,22000000,0.191,0.03,502100000,1351600000,47,7.237,0.37
2023-08-16,NCLH,17.12,0.4,1,17.92,15.69,16.71,14.91,-8043000,0.217,0.2,1383610000,2205492000,47,3.302,0.63
2023-08-16,EVRG,57.04,0.53,0,57.72,60.64,59.99,60.43,-18400000,0.445,0.78,647800000,1354200000,47,9.692,0.48
2023-08-16,HAS,64.64,0.56,0,65.05,61.3,59.91,59.43,7300000,0.06,-1.69,472100000,1210000000,45,7.415,0.39
2023-08-16,PNW,77.3,0.34,0,77.53,76.18,80.19,75.13,6095000,0.36,0.94,684992000,1121703000,47,7.819,0.61
2023-08-16,VLO,130.94,0.54,0,131.96,123.95,119.77,125.66,106000000,0.083,5.41,31539000000,34509000000,47,1.324,0.91
2023-11-29,NI,25.81,0.66,1,26.01,27.03,26.31,26.95,-4300000,0.43,0.19,522500000,1027400000,60,10.597,0.51
2023-11-29,IPG,30.64,0.73,0,30.34,34.4,31.35,34.06,-1600000,0.178,0.64,2219400000,2678500000,60,4.363,0.83
2023-11-29,TPR,31.67,0.56,1,30.71,38.2,32.95,37.45,-1400000,0.196,0.85,415500000,1513200000,60,4.799,0.27
2023-11-29,BBY,70.78,0.53,1,68.83,76.4,73.17,74.94,0,0.06,1.21,7524000000,9756000000,32,1.566,0.77
2023-11-29,ALL,135.49,0.39,1,135.22,118.83,116.23,115.84,-14128000000,-0.07,-0.0,0,13208000000,60,2.69,0.0
2021-11-04,AIV,7.8,0.12,0,7.62,8.23,7.06,6.52,1785000,0.59,-0.03,18155000,42893000,35,27.162,0.42
2021-11-04,APA,29.08,0.54,1,27.54,19.57,21.08,20.27,77000000,0.387,-0.22,1115000000,2059000000,35,5.099,0.54
2021-11-04,EA,142.48,0.7,0,141.04,139.79,140.24,140.16,1000000,0.238,1.03,494000000,1826000000,35,22.082,0.27
2022-12-13,NRG,33.41,0.65,0,36.5,40.08,41.08,40.32,197000000,0.043,0.29,7802000000,8510000000,74,0.901,0.92
2022-12-13,BBY,84.07,0.78,0,83.91,82.16,73.26,79.3,0,0.058,1.23,8255000000,10587000000,45,1.754,0.78
2022-12-13,ATO,118.53,0.79,0,117.76,112.17,111.99,113.15,426270000,0.349,0.51,190956000,722628000,74,23.262,0.26
2022-12-13,EA,125.68,0.75,0,128.06,127.75,126.74,126.72,43000000,0.291,1.08,462000000,1904000000,74,18.218,0.24
2022-11-09,AAL,13.98,0.31,1,14.02,15.65,13.74,15.33,1399000000,0.086,0.74,10638000000,13462000000,40,0.676,0.79
2022-11-09,AIG,58.46,0.75,0,57.51,56.4,52.73,56.18,2093000000,0.357,3.59,2093000000,14042000000,40,3.102,0.15
2022-11-09,BBY,67.3,0.63,1,67.75,84.33,71.44,81.39,0,0.058,1.23,8255000000,10587000000,11,1.404,0.78
2022-11-09,EA,126.29,0.75,0,128.1,127.84,125.97,127.13,43000000,0.291,1.08,462000000,1904000000,40,18.307,0.24
2022-11-09,IBM,137.39,0.76,0,137.38,131.48,131.29,131.59,-121000000,-0.216,-3.56,6677000000,14107000000,40,8.822,0.47
2021-07-12,MOS,31.86,0.56,1,31.16,26.38,32.95,27.67,1400000,0.23,1.15,2048400000,2800700000,12,4.321,0.73
2021-07-12,NRG,41.29,0.45,0,40.96,35.96,37.34,36.27,12000000,0.396,4.4,2957000000,5243000000,12,1.929,0.56
2021-07-12,PSX,82.4,0.65,0,84.42,71.78,84.3,73.56,51000000,0.035,0.66,25582000000,27002000000,12,1.343,0.95
2021-07-12,VFC,82.79,0.8,0,82.21,79.03,82.15,81.23,9041000,0.123,0.83,955551000,2194557000,9,14.78,0.44
2021-07-12,PNW,83.78,0.74,0,82.96,80.39,82.32,81.36,33942000,0.488,1.91,499525000,1000249000,12,9.458,0.5
2024-01-02,FOX,28.14,0.34,1,27.76,30.04,28.74,29.71,-17000000,0.082,0.23,3490000000,4234000000,2,3.435,0.82
2024-01-02,CNC,76.83,0.47,0,74.03,68.61,69.94,68.24,4571000000,-0.005,0.08,31595000000,39460000000,2,1.042,0.8
2024-03-25,CNC,77.07,0.47,0,76.98,70.71,75.47,71.41,4571000000,-0.005,0.08,31595000000,39460000000,85,1.045,0.8
2022-04-07,MOS,71.52,0.46,0,67.71,40.12,46.53,40.48,200000,0.32,3.23,2483200000,3922300000,7,6.555,0.63
2022-04-07,PNW,78.88,0.64,0,78.21,75.27,70.51,73.07,245428000,0.359,0.15,483611000,783531000,7,11.393,0.62
2023-06-20,AAL,16.32,0.11,1,15.93,14.38,14.92,14.36,1460000000,0.046,0.02,9840000000,12189000000,81,0.875,0.81
2023-06-20,NRG,33.52,0.34,1,34.0,36.59,33.62,36.24,190000000,-0.172,-5.8,8778000000,7722000000,81,1.003,1.14
2023-06-20,PNW,82.63,0.72,0,81.6,75.1,77.7,75.02,249654000,0.269,0.01,644584000,944955000,81,9.917,0.68
2023-09-21,COTY,12.27,0.8,0,11.63,10.47,11.77,11.08,22000000,0.191,0.03,502100000,1351600000,83,7.755,0.37
2023-09-21,NCLH,16.92,0.4,1,16.9,15.99,17.68,14.91,-8043000,0.217,0.2,1383610000,2205492000,83,3.264,0.63
2023-09-21,EVRG,53.86,0.5,0,53.85,59.71,58.27,59.81,-18400000,0.445,0.78,647800000,1354200000,83,9.152,0.48
2023-09-21,HAS,66.49,0.57,0,67.92,60.89,63.94,60.32,7300000,0.06,-1.69,472100000,1210000000,81,7.627,0.39
2023-09-21,PNW,78.4,0.35,0,78.03,77.0,79.79,75.13,6095000,0.36,0.94,684992000,1121703000,83,7.93,0.61
2022-11-29,TPR,37.25,0.72,1,35.78,34.72,33.18,33.78,0,0.198,0.79,451900000,1506500000,59,5.917,0.3
2022-11-29,AIG,61.44,0.79,0,60.49,56.84,53.9,56.22,2093000000,0.357,3.59,2093000000,14042000000,60,3.261,0.15
2022-11-29,BBY,84.16,0.78,0,76.74,82.93,72.25,79.92,0,0.058,1.23,8255000000,10587000000,31,1.756,0.78
2022-11-29,ATO,118.64,0.79,0,115.78,111.68,111.43,112.59,426270000,0.349,0.51,190956000,722628000,60,23.284,0.26
2022-11-29,EA,127.59,0.76,0,129.06,128.11,126.45,126.82,43000000,0.291,1.08,462000000,1904000000,60,18.495,0.24
2023-07-20,COTY,11.95,0.78,0,12.48,9.7,11.77,10.06,22000000,0.191,0.03,502100000,1351600000,20,7.553,0.37
2023-07-20,NCLH,20.68,0.49,0,21.43,15.3,15.76,14.91,-8043000,0.217,0.2,1383610000,2205492000,20,3.989,0.63
2023-07-20,EVRG,60.73,0.57,0,59.54,61.6,59.99,60.36,-18400000,0.445,0.78,647800000,1354200000,20,10.319,0.48
2023-07-20,PNW,84.5,0.37,0,82.72,75.94,79.33,75.13,6095000,0.36,0.94,684992000,1121703000,20,8.547,0.61
2021-06-01,CTVA,45.97,0.74,0,45.06,38.0,45.57,39.56,337000000,0.288,0.81,2420000000,4178000000,62,8.112,0.58
2021-06-01,GM,59.65,0.78,0,57.38,43.13,55.4,45.72,2279000000,0.23,2.06,27394000000,32474000000,62,2.665,0.84
2021-06-01,DOW,70.41,0.53,0,69.08,54.51,62.58,56.45,128000000,0.188,1.32,10062000000,11882000000,62,4.427,0.85
2021-06-01,LNC,70.84,0.73,0,69.12,48.58,59.96,50.06,-4207000000,0.072,1.17,0,4534000000,62,2.954,0.0
2021-06-01,PNW,84.45,0.61,0,85.46,79.75,80.26,79.79,34762000,0.374,0.32,428282000,696475000,62,13.687,0.61
2021-06-01,LYB,116.87,0.41,0,111.94,87.74,103.39,90.87,25000000,0.175,3.19,7678000000,9082000000,62,4.298,0.85
2023-12-27,TPR,37.4,0.66,1,36.6,37.87,31.44,36.65,-1400000,0.196,0.85,415500000,1513200000,88,5.667,0.27
2023-12-27,NRG,51.22,0.21,1,49.66,37.9,42.22,36.14,14000000,0.13,1.42,6421000000,7946000000,88,1.342,0.81
2023-12-27,BBY,77.95,0.58,1,76.54,75.91,71.77,74.2,0,0.06,1.21,7524000000,9756000000,60,1.725,0.77
2023-12-27,ALL,138.39,0.4,1,138.45,118.9,121.94,116.84,-14128000000,-0.07,-0.0,0,13208000000,88,2.747,0.0
2022-08-08,UA,8.71,0.66,1,8.22,14.74,10.91,14.34,-14241000,0.051,0.02,718860000,1349057000,39,3.257,0.53
2022-08-08,VFC,45.58,0.73,0,45.64,60.47,49.87,59.16,-94714000,0.058,-0.14,1042982000,2261595000,37,7.7,0.46
2022-08-08,EVRG,68.64,0.65,0,67.75,65.95,67.09,65.98,-17000000,0.392,0.85,778600000,1446500000,39,10.909,0.54
2022-08-08,PNW,75.57,0.58,0,74.19,71.76,74.16,71.41,241000000,0.422,1.45,597574000,1061669000,39,8.058,0.56
2023-03-03,AIV,7.79,0.05,1,7.54,7.44,7.6,7.56,15548000,-4.649,-1.38,15408000,41969000,62,27.067,0.37
2023-03-03,FOX,32.2,0.79,0,32.95,31.22,29.86,30.47,3631000000,0.13,0.58,3631000000,4605000000,62,3.951,0.79
2023-03-03,CTVA,63.7,0.72,0,62.13,60.19,62.92,60.65,166000000,0.052,-0.06,2510000000,3825000000,62,11.872,0.66
2023-03-03,CNC,69.07,0.58,0,70.45,82.71,78.61,82.61,352000000,0.018,-0.39,31714000000,35561000000,62,1.07,0.89
2023-05-11,NRG,31.04,0.32,1,32.34,37.33,33.2,37.1,190000000,-0.172,-5.8,8778000000,7722000000,41,0.929,1.14
2023-05-11,PNW,80.56,0.7,0,79.49,74.26,76.81,74.59,249654000,0.269,0.01,644584000,944955000,41,9.669,0.68
2021-02-24,CNP,20.81,0.6,1,21.26,19.7,21.85,20.43,16000000,0.327,0.28,1336000000,2054000000,55,5.593,0.65
2021-02-24,WY,35.9,0.77,1,34.8,26.78,31.35,28.27,-262000000,0.189,0.39,1392000000,2063000000,55,13.029,0.67
2021-02-24,CNC,59.35,0.58,1,59.07,62.69,62.85,62.95,192000000,0.007,-0.02,24984000000,28288000000,55,1.221,0.88
2021-02-24,FANG,73.8,0.76,1,68.75,41.95,46.16,43.36,1000000,0.711,-4.68,467000000,767000000,55,15.796,0.61
2021-10-01,AIV,7.23,0.11,0,6.91,10.55,6.97,6.22,1785000,0.59,-0.03,18155000,42893000,1,25.177,0.42
2021-10-01,APA,21.8,0.41,1,21.07,17.84,20.09,19.08,77000000,0.387,-0.22,1115000000,2059000000,1,3.822,0.54
2021-08-19,MRO,10.68,0.79,1,11.8,9.17,12.06,10.11,4000000,0.392,0.02,825000000,1254000000,50,6.72,0.66
2021-08-19,NRG,42.67,0.46,0,43.29,36.8,38.14,37.63,12000000,0.396,4.4,2957000000,5243000000,50,1.994,0.56
2021-08-19,EVRG,68.6,0.66,0,67.87,58.38,63.36,59.28,-4100000,0.423,0.81,617800000,1236200000,50,12.747,0.5
2021-08-19,VFC,75.93,0.73,0,79.26,80.58,82.36,82.23,9041000,0.123,0.83,955551000,2194557000,47,13.555,0.44
2021-08-19,PNW,80.08,0.7,0,80.14,80.96,83.8,81.61,33942000,0.488,1.91,499525000,1000249000,50,9.041,0.5
2021-08-19,HAS,94.78,0.78,0,98.09,93.06,96.59,94.87,10600000,0.165,-0.17,456500000,1322200000,53,9.914,0.35
2023-03-07,FOX,31.97,0.79,0,32.6,31.07,29.92,30.47,3631000000,0.13,0.58,3631000000,4605000000,66,3.925,0.79
2023-03-07,CNC,67.95,0.57,0,69.58,82.3,78.49,82.46,352000000,0.018,-0.39,31714000000,35561000000,66,1.052,0.89
2021-05-14,DOW,69.83,0.53,0,67.97,52.89,61.03,54.98,128000000,0.188,1.32,10062000000,11882000000,44,4.39,0.85
2021-05-14,LNC,70.45,0.73,0,67.69,46.94,57.81,48.35,-4207000000,0.072,1.17,0,4534000000,44,2.938,0.0
2021-05-14,PNW,86.06,0.62,0,85.51,79.17,79.51,79.56,34762000,0.374,0.32,428282000,696475000,44,13.948,0.61
2023-12-15,NRG,48.76,0.2,1,48.14,37.15,41.35,36.14,14000000,0.13,1.42,6421000000,7946000000,76,1.277,0.81
2023-12-15,ALL,139.06,0.4,1,140.42,118.96,120.11,116.31,-14128000000,-0.07,-0.0,0,13208000000,76,2.761,0.0
2021-06-24,WY,34.23,0.74,1,34.29,32.46,36.2,33.26,-8000000,0.428,0.91,1430000000,2506000000,85,10.246,0.57
2021-06-24,GM,60.04,0.78,0,60.24,45.26,57.22,48.39,2279000000,0.23,2.06,27394000000,32474000000,85,2.683,0.84
2021-06-24,DOW,63.11,0.48,0,64.62,55.93,64.18,58.19,128000000,0.188,1.32,10062000000,11882000000,85,3.968,0.85
2021-06-24,LNC,63.28,0.65,1,63.89,50.35,62.68,52.6,-4207000000,0.072,1.17,0,4534000000,85,2.639,0.0
2021-06-24,PNW,81.51,0.59,0,84.28,80.28,81.65,80.74,34762000,0.374,0.32,428282000,696475000,85,13.211,0.61
2023-05-16,LNC,19.38,0.79,1,20.06,37.07,26.99,35.51,-4901000000,-0.285,-5.2,0,3814000000,46,0.862,0.0
2023-05-16,NRG,33.51,0.34,1,32.2,37.09,33.26,37.04,190000000,-0.172,-5.8,8778000000,7722000000,46,1.002,1.14
2023-05-16,TAP,63.19,0.46,0,64.34,53.54,54.05,52.99,2800000,0.14,0.33,1575600000,2346300000,46,5.828,0.67
2023-05-16,PNW,78.63,0.68,0,79.87,74.26,76.88,74.69,249654000,0.269,0.01,644584000,944955000,46,9.437,0.68
2024-01-23,FOX,29.18,0.35,1,28.63,29.84,28.38,29.55,-17000000,0.082,0.23,3490000000,4234000000,23,3.581,0.82
2024-01-23,CNC,75.56,0.46,0,77.29,68.77,71.73,69.17,4571000000,-0.005,0.08,31595000000,39460000000,23,1.025,0.8
2023-04-11,AAL,14.32,0.09,1,14.25,14.5,14.85,14.32,1460000000,0.046,0.02,9840000000,12189000000,11,0.768,0.81
2023-04-11,PNW,80.05,0.7,0,79.29,73.89,76.18,73.68,249654000,0.269,0.01,644584000,944955000,11,9.607,0.68
2021-01-14,CNP,20.85,0.6,1,21.12,19.96,21.35,19.75,16000000,0.327,0.28,1336000000,2054000000,14,5.603,0.65
2021-01-14,WY,32.67,0.7,1,33.04,26.02,29.99,26.27,-262000000,0.189,0.39,1392000000,2063000000,14,11.857,0.67
2021-01-14,CNC,65.03,0.63,1,65.72,62.94,62.4,63.7,192000000,0.007,-0.02,24984000000,28288000000,14,1.338,0.88
2021-01-14,BBY,113.92,0.65,0,107.51,93.27,110.74,97.27,0,0.075,1.5,9058000000,11853000000,75,2.493,0.76
2023-05-19,PNW,77.52,0.67,0,79.47,74.26,76.9,74.75,249654000,0.269,0.01,644584000,944955000,49,9.304,0.68
2021-10-18,AIV,7.43,0.11,0,7.28,9.16,7.03,6.35,1785000,0.59,-0.03,18155000,42893000,18,25.874,0.42
2021-10-18,VST,19.33,0.16,1,18.46,18.56,18.29,18.51,36000000,0.241,0.01,2135000000,2991000000,18,3.118,0.71
2021-10-18,APA,26.93,0.5,1,24.48,18.88,20.46,19.6,77000000,0.387,-0.22,1115000000,2059000000,18,4.722,0.54
2021-10-18,EA,134.71,0.66,0,137.35,139.05,140.77,140.16,1000000,0.238,1.03,494000000,1826000000,18,20.878,0.27
2021-10-18,TRV,152.88,0.75,1,155.76,150.4,154.58,152.55,-2468000000,0.123,2.65,0,8805000000,18,4.233,0.0
2023-09-12,NCLH,16.65,0.39,1,16.58,15.93,17.39,14.91,-8043000,0.217,0.2,1383610000,2205492000,74,3.211,0.63
2023-09-12,EVRG,53.01,0.5,0,54.04,59.78,58.87,59.97,-18400000,0.445,0.78,647800000,1354200000,74,9.007,0.48
2023-09-12,HAS,70.36,0.61,0,71.32,60.97,63.0,60.16,7300000,0.06,-1.69,472100000,1210000000,72,8.071,0.39
2023-09-12,PNW,76.48,0.34,0,76.52,76.66,79.88,75.13,6095000,0.36,0.94,684992000,1121703000,74,7.736,0.61
2022-02-17,APA,32.39,0.44,1,33.16,23.37,28.26,24.18,76000000,0.391,1.06,1187000000,2299000000,48,4.875,0.52
2022-02-17,FOX,38.66,0.47,0,38.66,36.11,36.71,35.81,-46000000,0.059,-0.15,3760000000,4441000000,48,5.44,0.85
2022-02-17,WY,39.17,0.53,0,41.3,37.14,38.71,37.12,-5000000,0.329,0.56,1501000000,2206000000,48,13.273,0.68
2021-06-08,MOS,35.78,0.79,1,36.23,24.61,32.12,26.13,3000000,0.138,0.41,1862200000,2297100000,69,5.916,0.81
2021-06-08,DOW,69.38,0.52,0,69.46,55.07,63.1,57.08,128000000,0.188,1.32,10062000000,11882000000,69,4.362,0.85
