date,symbol,price,evebitda,future_eps,to_buy,sma_10d,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2022-01-03,CCL,21.41,-29.56,-1.28,0,20.66,22.16,24.26,20.62,0.69,19.31,18.63,22.34,24.91,23.69,22.39,27.12,29.22,19.5,0,1287000000,-536000000,-2620000000,-4745000000.0,consumer cyclical,-1692000000,34,24343170000,34607000000,34,8939000000,25668000000,-1.44,1408437136,2255673740,50011170000,26.38,98,16.38,33,10.0,0.5,0.23,21.41,0,17.57,18,3.84,1.0,0.0,21.41,0,20.12,3,1.29,1.0,0.0,31.31,215,117,16.38,33,0,14.93,0.34,0.46,0.26,0.67,0.38,1.42,18.91,-0.12,-14.82,126.9,6.71,1.05,1.81,-93.3,38.86,10.79,-8.12,0.04,-0.03,0.04,0.0,-0.07,-0.15,-0.07,-0.15,0.03,8.4,2.78,-0.46,-1.17,-0.57,-0.2,-0.95,-0.05,0.15,-0.05,0.15,2.02,-6.98,1.05,0.11,1.11,0.96,0.15,-0.04,-0.14,-0.1,-0.04,-0.21,-0.27,0.1,0.04,-0.14,-1.27,-0.17,-0.1,0.05,0.39,0.04,0.04,-0.03,-0.12,0.0,-0.07,-0.15,-0.07,-0.15,-0.09,0,1,2,0,0,6.26,4,0.01,5.95
2021-04-23,F,12.22,29.38,-0.04,1,12.07,11.02,9.17,12.24,0.27,12.47,12.79,11.59,10.18,9.0,8.62,7.78,6.99,5.2,0,36228000000,6931000000,3262000000,-3000000.0,consumer cyclical,6157000000,23,48782240000,153966000000,23,21826000000,132140000000,0.3,36130499667,24715743000,180922240000,13.37,42,8.52,109,4.85,0.76,0.09,12.92,17,11.45,3,1.47,0.52,0.06,12.38,11,11.45,3,0.93,0.83,0.01,13.37,42,0,6.51,210,101,6.86,0.83,0.09,0.21,0.71,0.3,3.16,1.35,-1.12,40.51,-36.24,-26.91,2.71,-0.0,26.1,4.99,1.97,0.63,-0.0,0.11,0.01,-0.01,0.11,0.33,0.1,0.32,0.02,-1.0,-0.57,0.32,0.68,0.81,0.72,0.74,-0.03,0.03,-0.03,0.03,0.75,-2.81,-0.16,-0.02,0.98,1.42,-0.04,0.05,0.2,0.36,0.42,0.57,0.75,1.35,-0.03,0.08,-1.33,0.1,0.14,0.13,0.5,0.01,-0.0,0.11,0.33,-0.01,0.1,0.32,0.11,0.33,0.2,1,0,3,0,0,10.12,5,0.0,132.12
2021-04-23,HRB,22.19,-29.59,-1.03,1,22.15,18.88,17.43,20.85,0.23,22.44,20.74,19.47,16.41,15.69,17.92,17.85,14.58,16.12,0,308227000,-72046000,-232994000,-47689000.0,consumer cyclical,-221800000,82,4042975417,2801166000,82,280249000,2520917000,-1.41,470830000,168718090,6563892417,22.84,14,15.47,120,7.37,0.91,0.03,22.84,14,19.82,30,3.02,0.78,0.03,22.68,11,21.86,4,0.82,0.4,0.02,22.84,14,0,13.9,217,97,8.94,0.93,0.03,0.34,0.82,0.41,0.69,13.12,-0.27,-15.74,57.96,4.42,0.62,0.2,-91.11,21.3,23.96,10.85,0.06,0.18,0.0,0.06,0.1,0.2,0.17,0.27,0.01,-1.0,1.45,1.36,1.93,1.63,0.85,0.72,-0.05,0.06,-0.05,0.04,-1.69,0.07,0.19,-0.01,0.99,1.24,0.07,0.14,0.35,0.41,0.24,0.24,0.52,0.38,0.08,0.15,-0.46,0.07,0.19,0.05,0.11,0.0,0.06,0.18,0.27,0.06,0.17,0.27,0.1,0.2,0.08,1,0,4,1,0,-16.3,1,-0.02,37.41
2021-04-23,OXY,24.65,19.9,0.01,1,24.43,23.4,18.08,26.75,0.56,24.86,28.63,25.7,22.09,19.06,12.86,10.22,10.92,14.34,0,5293000000,842000000,-146000000,-211000000.0,energy,2904000000,23,23028030000,37022000000,23,2270000000,34752000000,-0.33,4786312346,5866871536,57780030000,31.23,49,17.24,115,13.99,0.53,0.27,27.76,28,23.2,3,4.56,0.32,0.13,25.55,9,23.2,3,2.35,0.62,0.04,31.23,49,0,8.88,177,62,22.35,0.71,0.27,0.2,0.63,0.33,1.61,4.35,-1.03,-74.62,72.65,16.7,1.51,1.45,68.62,10.92,3.93,-0.43,-0.08,0.05,0.01,-0.09,0.14,0.48,0.04,0.35,0.02,-0.84,-3.98,-0.53,0.85,1.4,2.36,2.4,-0.13,0.06,-0.13,0.09,-0.79,6.58,-0.39,-0.01,0.99,1.92,-0.14,-0.04,0.12,0.29,0.92,1.41,1.26,0.72,-0.13,-0.03,3.03,0.11,0.16,0.16,-0.29,0.01,-0.08,0.05,0.36,-0.09,0.04,0.35,0.14,0.48,0.29,1,0,3,0,0,22.22,4,-0.0,70.36
2021-09-27,HRB,25.54,11.72,-1.03,0,25.16,24.74,21.99,25.15,0.3,25.15,25.51,24.06,24.23,24.8,22.08,20.61,19.43,17.96,61596000,253761000,207913000,101437000,-47181000.0,consumer cyclical,265673000,89,4548648460,0,89,1434381000,-1434381000,-1.41,470830000,168718090,3114267460,26.27,19,23.2,91,3.07,0.76,0.03,26.27,19,24.58,13,1.69,0.57,0.03,25.54,3,24.58,13,0.96,1.0,0.0,26.27,19,0,17.23,241,150,9.04,0.92,0.03,0.19,0.34,0.55,0.0,17.92,-0.27,-18.11,66.71,3.72,-0.32,-0.47,14.98,12.27,26.96,9.04,0.02,0.03,0.02,0.0,0.02,0.14,0.02,0.14,0.01,1.56,0.03,0.74,0.44,0.18,0.69,0.82,-0.04,0.03,-0.04,0.03,51.0,-0.96,1.36,0.02,1.02,1.16,0.0,0.06,0.05,0.03,0.16,0.24,0.31,0.42,-0.01,0.05,-1.31,0.06,-0.01,-0.02,0.15,0.02,0.02,0.03,0.16,0.0,0.02,0.14,0.02,0.14,0.13,1,0,4,1,0,21.19,1,-0.0,40.09
2021-06-04,HRB,25.29,5.0,-1.03,0,24.85,21.08,18.78,23.13,0.37,24.82,22.29,20.99,19.5,17.93,15.54,18.54,17.74,14.57,0,2328180000,1426452000,949252000,-47181000.0,consumer cyclical,1086772000,35,4426989210,1939058000,35,934251000,1004807000,-1.41,470830000,168718090,5431796210,25.72,14,18.98,119,6.74,0.94,0.02,25.72,14,22.85,30,2.87,0.85,0.02,25.29,0,24.4,11,0.89,1.0,0.0,25.72,14,0,15.16,164,45,10.56,0.96,0.02,0.27,0.64,0.43,0.44,1.9,-0.27,-17.94,66.06,34.74,0.23,-0.05,3.81,2.33,26.24,24.34,0.09,0.2,0.02,0.07,0.1,0.23,0.18,0.32,0.01,1.88,3.0,2.15,1.93,1.84,1.95,1.12,-0.03,0.05,-0.03,0.06,-0.37,0.4,0.05,0.02,1.02,1.63,0.13,0.2,0.3,0.41,0.63,0.36,0.43,0.74,0.11,0.18,-0.38,0.06,0.08,0.09,0.27,0.02,0.09,0.2,0.35,0.07,0.18,0.32,0.1,0.23,0.12,1,0,4,1,0,17.31,1,-0.02,70.56
2021-06-04,OXY,29.14,21.34,0.01,1,26.86,25.62,19.54,25.78,1.82,25.48,25.26,27.2,27.35,21.04,17.58,16.11,9.52,18.5,0,5293000000,842000000,-146000000,-211000000.0,energy,2904000000,65,27222588000,37022000000,65,2270000000,34752000000,-0.33,4786312346,5866871536,61974588000,31.23,91,22.56,119,8.67,0.76,0.07,29.28,1,23.71,22,5.57,0.97,0.0,29.28,1,24.62,10,4.66,0.97,0.0,31.23,91,0,8.88,219,100,22.35,0.91,0.07,0.25,0.39,0.64,1.36,5.14,-1.03,-88.22,85.88,16.7,1.28,1.45,73.6,11.71,4.64,-0.5,0.13,0.14,0.08,0.04,0.01,0.32,0.05,0.37,0.06,14.64,3.88,0.97,0.6,2.03,2.31,2.17,-0.02,0.06,-0.02,0.09,2.77,3.0,-0.71,0.14,1.14,1.66,0.15,0.07,0.07,0.38,0.66,0.81,2.06,0.58,0.01,-0.06,-1.14,-0.07,-0.01,0.3,-0.13,0.08,0.13,0.14,0.49,0.04,0.05,0.37,0.01,0.32,0.31,1,0,4,1,0,23.76,4,-0.0,45.19
2023-10-17,PNW,76.18,25.16,-0.13,0,74.21,78.93,77.92,76.42,1.69,72.79,76.58,77.34,82.42,81.11,79.88,79.59,76.64,71.1,0,1637759000,773220000,398214000,-96221000.0,utilities,746009000,17,8649020120,10133589000,17,15108000,10118481000,3.42,1570648571,1115949604,18767501120,85.42,88,71.27,15,14.15,0.35,0.12,79.5,27,71.27,15,8.23,0.6,0.04,76.53,1,71.74,13,4.79,0.93,0.0,85.42,88,0,71.27,15,0,14.15,0.35,0.12,0.58,1.0,0.58,1.17,5.28,-1.04,22.28,-21.46,-4.06,1.17,-0.24,24.27,11.46,7.75,2.47,-0.0,-0.03,0.03,-0.03,-0.03,-0.02,-0.06,-0.05,0.02,13.56,-0.4,-0.58,-2.08,-1.23,-0.74,-0.57,-0.1,0.33,-0.1,0.33,-34.9,-0.31,0.69,0.05,1.05,0.95,-0.01,-0.01,-0.08,-0.06,-0.05,-0.04,-0.01,0.07,-0.05,-0.06,-0.16,-0.01,-0.06,0.02,0.12,0.03,-0.0,-0.03,-0.02,-0.03,-0.06,-0.05,-0.03,-0.02,0.01,0,1,1,0,0,8.37,2,-0.0,4.37
2023-10-17,NCLH,15.14,26.25,-0.12,1,15.89,18.02,16.21,16.65,0.71,16.48,16.66,17.77,21.71,17.98,13.88,13.07,14.14,17.18,0,2536037000,1053291000,345868000,0.0,consumer cyclical,747988000,17,6440954076,13874697000,17,681558000,13193139000,0.68,2526497546,1966360624,19634093076,22.52,99,14.86,4,7.66,0.04,0.49,17.34,28,14.86,4,2.48,0.11,0.15,16.65,11,14.86,4,1.79,0.16,0.1,22.52,99,0,12.2,204,200,10.32,0.28,0.49,0.24,0.74,0.32,2.15,2.54,-1.17,22.1,-18.86,-7.42,2.05,0.0,18.64,7.74,3.28,0.74,-0.09,-0.16,-0.05,-0.05,-0.08,0.03,-0.12,-0.02,0.05,-5.36,-1.52,-1.31,-2.19,-0.71,0.25,0.34,-0.07,0.07,-0.07,0.01,2.53,0.16,2.08,-0.08,0.92,1.09,-0.09,-0.15,-0.3,-0.16,0.09,0.16,0.07,-0.12,-0.01,-0.07,-0.85,-0.06,-0.18,0.21,-0.24,-0.05,-0.09,-0.16,-0.07,-0.05,-0.12,-0.02,-0.08,0.03,0.11,1,0,0,0,1,7.3,2,-0.01,-7.51
2023-10-17,CCL,12.5,20.17,-0.13,1,12.76,15.56,12.87,14.88,0.35,13.38,15.39,17.0,18.52,14.15,10.29,9.79,9.68,9.64,0,6854000000,2933000000,1074000000,0.0,consumer cyclical,2260000000,47,15787500000,32629000000,47,2842000000,29787000000,0.75,6707180116,5294586193,45574500000,19.3,99,12.26,4,7.04,0.03,0.54,15.09,28,12.26,4,2.83,0.08,0.21,13.3,12,12.26,4,1.04,0.23,0.06,19.3,99,0,8.55,214,210,10.75,0.37,0.54,0.26,0.65,0.4,2.07,2.3,-1.17,16.63,-14.23,-6.18,1.89,0.0,15.54,6.65,2.98,0.68,-0.16,-0.2,-0.02,-0.14,-0.04,0.16,-0.18,-0.01,0.03,-3.52,-2.89,-2.25,-2.01,-0.41,0.44,0.45,-0.07,0.06,-0.07,0.02,0.22,0.28,3.86,-0.07,0.93,1.21,-0.19,-0.26,-0.33,-0.12,0.21,0.28,0.29,0.3,-0.13,-0.21,-0.39,-0.09,-0.08,0.31,0.02,-0.02,-0.16,-0.2,-0.03,-0.14,-0.18,-0.01,-0.04,0.16,0.21,1,0,0,0,1,5.98,3,-0.02,32.37
2022-09-16,CTVA,61.35,24.11,-0.22,0,62.0,57.9,54.69,58.63,0.89,61.62,59.35,52.48,58.94,55.57,59.38,52.7,50.55,42.68,296000000,6252000000,2929000000,969000000,-101000000.0,basic materials,1812000000,78,44092245000,1995000000,78,2401000000,-406000000,1.46,6084128225,2590331416,43686245000,63.81,2,50.93,85,12.88,0.81,0.04,63.81,2,60.32,10,3.49,0.3,0.04,63.81,2,60.32,10,3.49,0.3,0.04,63.81,2,0,45.44,238,153,18.37,0.87,0.04,0.19,0.7,0.27,0.05,7.05,-1.15,42.16,-36.61,-5.19,-0.01,-0.1,14.92,6.99,17.02,9.97,0.05,0.06,-0.01,0.06,0.01,0.07,0.07,0.13,0.01,-1.08,2.0,4.44,0.8,1.45,0.39,1.44,-1.23,0.12,-1.23,0.07,-1.54,-0.55,-0.44,-0.0,1.0,1.03,0.03,0.17,0.04,0.1,0.03,0.16,0.21,0.44,0.04,0.17,-0.78,0.13,-0.11,0.06,0.23,-0.01,0.05,0.06,0.12,0.06,0.07,0.13,0.01,0.07,0.06,1,0,3,0,0,6.82,5,0.0,45.27
2022-09-16,MU,52.85,16.34,-0.02,1,54.96,62.58,73.13,59.64,1.79,56.42,62.95,58.25,64.01,70.04,73.42,77.41,87.89,68.95,839000000,6643000000,2622000000,1492000000,-126000000.0,technology,3480000000,15,57606500000,7516000000,15,8262000000,-746000000,1.37,6728346474,4133514968,56860500000,75.37,106,52.69,1,22.68,0.01,0.43,62.98,29,52.69,1,10.29,0.02,0.19,57.94,4,52.69,1,5.25,0.03,0.1,96.06,212,106,52.69,1,0,43.37,0.0,0.82,0.24,0.52,0.45,0.13,8.67,-1.01,38.58,-38.03,-4.39,-0.01,-0.08,21.69,8.56,13.94,5.26,-0.11,-0.16,-0.04,-0.08,-0.05,-0.18,-0.12,-0.25,0.03,-14.28,-10.1,-2.7,-3.72,-4.3,-4.11,-4.09,-0.21,0.16,-0.2,0.16,0.41,2.74,-0.13,-0.06,0.94,0.72,-0.16,-0.09,-0.17,-0.25,-0.28,-0.32,-0.4,-0.23,-0.1,-0.03,2.3,0.08,-0.09,-0.09,0.12,-0.04,-0.11,-0.16,-0.28,-0.08,-0.12,-0.25,-0.05,-0.18,-0.14,0,1,0,0,1,7.41,5,-0.0,-20.29
2022-09-16,HRB,44.93,23.63,-1.08,0,44.99,37.5,31.03,42.44,0.37,45.11,42.82,36.87,35.02,27.45,26.52,25.1,24.43,25.14,0,1050073000,658484000,222703000,-43041000.0,consumer cyclical,346785000,78,7156630120,1922594000,78,885015000,1037579000,1.24,996330141,181763333,8194209120,48.44,29,32.94,120,15.5,0.77,0.08,48.44,29,44.41,10,4.03,0.13,0.08,45.63,4,44.41,10,1.22,0.43,0.02,48.44,29,0,21.44,238,118,27.0,0.87,0.08,0.15,0.57,0.26,0.27,6.82,-1.87,36.11,-19.29,-2.83,0.14,-0.19,12.44,7.8,39.37,32.56,0.06,0.2,-0.0,0.06,0.13,0.37,0.2,0.45,0.01,-0.72,2.11,4.03,3.3,4.37,3.68,3.3,-0.12,0.1,-0.12,0.1,-1.34,-0.48,-0.24,-0.0,1.0,1.69,0.05,0.22,0.28,0.64,0.69,0.79,0.84,0.79,0.05,0.22,-0.76,0.16,0.05,0.28,-0.0,-0.0,0.06,0.2,0.45,0.06,0.2,0.45,0.13,0.37,0.21,1,0,3,0,0,9.76,2,0.01,78.96
2021-05-19,HRB,24.93,4.94,-1.03,0,24.12,20.09,18.23,22.22,0.64,23.01,22.38,20.71,19.37,16.18,16.13,17.88,17.45,17.72,0,2328180000,1426452000,949252000,-47181000.0,consumer cyclical,1086772000,19,4363971570,1939058000,19,934251000,1004807000,-1.41,470830000,168718090,5368778570,24.96,2,16.67,118,8.29,1.0,0.0,24.96,2,21.93,29,3.03,0.99,0.0,24.96,2,23.3,13,1.66,0.98,0.0,24.96,2,0,14.18,240,122,10.78,1.0,0.0,0.28,0.77,0.37,0.44,1.87,-0.27,-17.68,65.12,34.74,0.23,-0.05,3.76,2.31,25.87,23.99,0.12,0.24,0.03,0.09,0.11,0.22,0.2,0.32,0.03,7.68,2.55,2.11,1.85,2.19,1.76,1.18,-0.02,0.07,-0.02,0.04,2.01,0.21,-0.15,0.08,1.08,1.55,0.11,0.2,0.29,0.54,0.55,0.39,0.43,0.41,0.03,0.11,-0.75,0.08,0.07,0.2,0.01,0.03,0.12,0.24,0.37,0.09,0.2,0.32,0.11,0.22,0.1,1,0,4,1,0,17.07,1,-0.02,36.12
2021-05-19,OXY,25.07,20.03,0.01,1,25.65,24.73,18.91,26.17,1.07,26.07,24.78,29.06,25.25,21.46,19.51,12.16,10.47,20.2,0,5293000000,842000000,-146000000,-211000000.0,energy,2904000000,49,23420394000,37022000000,49,2270000000,34752000000,-0.33,4786312346,5866871536,58172394000,31.23,75,20.06,110,11.17,0.45,0.25,27.39,12,23.2,29,4.19,0.45,0.09,27.39,12,23.71,6,3.68,0.37,0.09,31.23,75,0,8.88,203,93,22.35,0.72,0.25,0.19,0.5,0.38,1.58,4.42,-1.03,-75.9,73.89,16.7,1.48,1.45,69.09,10.99,3.99,-0.43,-0.04,0.01,-0.02,-0.02,0.06,0.38,0.04,0.36,0.04,-4.0,0.29,-1.99,-0.06,0.9,1.11,2.15,-0.08,0.05,-0.08,0.08,-14.79,-1.15,-1.07,-0.04,0.96,1.28,0.01,-0.14,-0.01,0.17,0.28,1.06,1.39,0.24,0.05,-0.1,-1.51,-0.15,0.15,0.18,-0.4,-0.02,-0.04,0.01,0.33,-0.02,0.04,0.36,0.06,0.38,0.31,1,0,2,0,0,22.36,4,0.0,26.98
2022-07-01,UBER,21.34,-22.53,-0.18,1,21.87,29.2,35.69,24.68,0.72,21.93,22.93,32.01,34.74,34.99,36.28,42.08,41.49,46.13,704000000,8073000000,2920000000,-2633000000,0.0,technology,-2174000000,1,42190229501,11197000000,1,4397000000,6800000000,-0.27,7383744903,8109405425,48990229501,37.19,94,20.46,1,16.73,0.05,0.74,25.83,23,20.46,1,5.37,0.16,0.21,23.03,7,20.46,1,2.57,0.34,0.08,47.19,238,144,20.46,1,0,26.73,0.03,1.21,0.2,0.63,0.32,0.27,5.23,-0.35,-79.52,228.87,43.79,0.16,-0.0,16.78,6.07,5.2,-0.02,-0.14,-0.27,-0.02,-0.11,-0.15,-0.31,-0.25,-0.39,0.03,-2.36,-1.59,-5.33,-4.47,-3.41,-2.99,-3.46,-0.17,0.88,-0.11,0.88,0.48,-0.7,0.31,-0.03,0.97,0.59,-0.07,-0.33,-0.39,-0.39,-0.41,-0.49,-0.49,-0.54,-0.04,-0.31,-0.86,-0.28,-0.08,-0.01,-0.09,-0.02,-0.14,-0.27,-0.4,-0.11,-0.25,-0.39,-0.15,-0.31,-0.18,0,1,0,0,1,55.38,5,0.0,-52.59
2022-07-01,CTVA,54.12,21.24,-0.22,1,53.78,56.3,51.01,57.53,1.11,54.67,61.14,58.8,58.03,50.97,46.76,46.52,47.09,42.3,296000000,6252000000,2929000000,969000000,-101000000.0,basic materials,1812000000,1,38896044000,1995000000,1,2401000000,-406000000,1.46,6084128225,2590331416,38490044000,63.17,36,50.08,115,13.09,0.31,0.17,62.54,29,50.93,8,11.61,0.27,0.16,55.37,10,50.93,8,4.44,0.72,0.02,63.17,36,0,42.84,241,126,20.33,0.55,0.17,0.57,0.64,0.89,0.05,6.22,-1.15,37.19,-32.29,-5.19,-0.01,-0.1,13.14,6.16,15.02,8.79,-0.06,-0.04,0.01,-0.07,0.02,0.13,-0.04,0.05,0.02,-2.2,-7.02,-2.34,-1.3,0.79,1.47,1.27,-0.25,0.04,-0.25,0.05,-0.69,2.0,-2.66,-0.01,0.99,1.16,-0.11,-0.08,-0.07,0.06,0.16,0.16,0.15,0.28,-0.11,-0.07,0.51,0.04,0.01,0.14,0.1,0.01,-0.06,-0.04,0.06,-0.07,-0.04,0.05,0.02,0.13,0.1,1,0,2,0,0,6.01,5,-0.0,27.14
2022-11-09,LUV,37.2,28.53,-0.07,0,36.74,36.45,40.15,34.63,0.63,34.99,31.96,37.28,38.7,36.66,44.39,46.34,44.55,44.57,0,6220000000,1214000000,277000000,0.0,industrials,763000000,40,22096800000,10112000000,40,10443000000,-331000000,0.41,6217742328,6223176809,21765800000,41.5,112,30.84,40,10.66,0.6,0.12,37.44,1,31.41,29,6.03,0.96,0.01,37.44,1,35.29,13,2.15,0.89,0.01,48.38,202,90,30.84,40,0,17.54,0.36,0.3,0.34,0.61,0.57,0.46,3.55,-1.17,89.77,-76.83,-21.63,-0.01,0.0,17.93,3.5,3.55,-0.0,0.07,0.02,0.01,0.06,-0.05,-0.14,0.01,-0.08,0.02,8.84,5.24,-0.04,-0.5,0.14,-1.44,-1.52,-0.04,0.16,-0.06,0.16,0.69,-132.0,-4.7,0.06,1.06,0.84,0.16,-0.0,-0.04,0.01,-0.16,-0.2,-0.16,-0.17,0.09,-0.06,-2.54,-0.14,-0.04,0.06,0.04,0.01,0.07,0.02,-0.07,0.06,0.01,-0.08,-0.05,-0.14,-0.09,0,1,3,0,0,10.29,4,-0.0,-17.57
2022-11-09,PNW,69.86,25.41,-0.18,1,68.17,71.08,72.42,68.67,0.98,66.03,65.97,75.86,74.59,72.35,77.05,73.44,78.49,65.88,0,1469871000,661637000,326326000,-94296000.0,utilities,650077000,40,7914998280,8609844000,40,7032000,8602812000,2.61,1314705091,638278287,16517810280,78.25,85,59.76,28,18.49,0.55,0.12,69.86,0,59.76,28,10.1,1.0,0.0,69.86,0,66.47,13,3.39,1.0,0.0,80.49,217,132,59.76,28,0,20.73,0.49,0.15,0.49,0.89,0.55,1.09,5.38,-1.07,26.8,-25.06,-4.65,1.09,-0.29,24.97,11.24,12.4,7.02,0.02,-0.02,0.02,-0.01,-0.03,-0.05,-0.04,-0.06,0.01,15.32,3.89,-3.0,-1.58,-0.62,-1.44,-0.6,-0.1,0.36,-0.05,0.36,2.94,-2.3,1.53,0.06,1.06,0.91,0.06,-0.08,-0.06,-0.03,-0.09,-0.05,-0.11,0.06,0.0,-0.13,-1.01,-0.13,0.02,0.03,0.11,0.02,0.02,-0.02,-0.04,-0.01,-0.04,-0.06,-0.03,-0.05,-0.02,0,1,2,0,0,8.9,2,-0.0,3.48
2022-11-09,GPS,10.62,28.51,-0.46,1,11.08,9.6,11.56,9.78,0.27,10.79,8.93,9.49,9.65,8.83,10.83,12.8,13.97,16.99,0,4039000000,1509000000,282000000,-55000000.0,consumer cyclical,330000000,11,3886919999,6200000000,11,679000000,5521000000,0.0,3824238035,4355640343,9407919999,11.48,85,8.21,40,3.27,0.74,0.08,11.47,8,9.53,28,1.94,0.56,0.08,11.47,8,10.62,0,0.85,0.0,0.08,15.52,238,153,8.21,40,0,7.31,0.33,0.46,0.27,0.45,0.59,1.6,0.96,-906.01,20782.78,-22.94,-23.84,1.42,-0.2,6.23,2.33,0.89,-0.07,0.09,0.11,-0.04,0.13,0.02,-0.15,0.15,-0.04,0.03,-0.68,1.69,0.56,0.32,0.45,-0.04,-0.36,-0.01,0.06,-0.02,0.06,-1.4,1.99,-0.28,-0.02,0.98,0.98,0.19,0.12,0.1,0.2,-0.02,-0.17,-0.24,-0.37,0.21,0.14,0.52,-0.06,-0.02,0.09,-0.25,-0.04,0.09,0.11,-0.08,0.13,0.15,-0.04,0.02,-0.15,-0.17,0,1,2,0,0,6922.02,1,0.0,-34.79
2022-11-09,AIV,7.19,15.49,0.01,1,7.55,7.81,7.24,7.84,0.26,7.67,7.35,8.95,8.14,6.5,6.28,6.26,7.24,7.64,0,47683000,30228000,29472000,-3043000.0,real estate,122754000,40,1069548450,1038876000,40,206366000,832510000,0.01,208023000,208173000,1902058450,9.6,89,6.59,121,3.01,0.2,0.34,7.94,9,6.68,26,1.26,0.4,0.1,7.94,9,7.19,0,0.75,0.0,0.1,9.6,89,0,5.43,183,62,4.17,0.42,0.34,0.3,0.72,0.42,0.97,22.43,0.17,1113.87,6682.16,297.91,0.78,-0.1,62.92,39.89,5.14,-17.29,-0.08,-0.08,-0.05,-0.04,0.0,0.08,-0.03,0.04,0.04,-1.92,-0.16,-0.88,-0.32,0.17,0.18,0.16,-0.03,0.0,-0.03,0.01,11.0,-0.82,-2.84,-0.06,0.94,1.14,-0.02,-0.2,-0.12,0.11,0.14,0.15,-0.01,-0.06,0.04,-0.14,-1.3,-0.18,0.1,0.25,-0.18,-0.05,-0.08,-0.08,-0.01,-0.04,-0.03,0.04,0.0,0.08,0.08,1,0,0,0,1,2619.65,1,-0.0,-1.18
2022-11-09,MU,55.97,17.32,-0.02,1,54.83,56.86,66.3,53.7,1.58,54.6,51.85,56.42,62.3,57.21,71.24,69.7,76.66,84.24,839000000,6643000000,2622000000,1492000000,-126000000.0,technology,3480000000,69,61007300000,7516000000,69,8262000000,-746000000,1.37,6728346474,4133514968,60261300000,65.04,89,48.88,44,16.16,0.44,0.16,57.49,1,51.38,30,6.11,0.75,0.03,57.49,1,52.21,13,5.28,0.71,0.03,82.05,225,136,48.88,44,0,33.17,0.21,0.47,0.18,0.49,0.38,0.12,9.18,-1.01,40.86,-40.27,-4.39,-0.01,-0.08,22.98,9.07,14.76,5.58,0.04,-0.02,0.02,0.02,-0.06,-0.19,-0.04,-0.17,0.03,5.48,4.12,-0.23,-2.11,-0.31,-3.05,-2.29,-0.1,0.16,-0.12,0.16,0.33,-19.31,5.81,0.03,1.03,0.79,0.08,-0.01,-0.1,-0.02,-0.21,-0.2,-0.27,-0.34,0.05,-0.03,-2.64,-0.08,-0.09,0.09,-0.17,0.02,0.04,-0.02,-0.16,0.02,-0.04,-0.17,-0.06,-0.19,-0.14,0,1,2,0,0,7.86,5,-0.0,-34.91
