date,symbol,price,evebitda,future_eps,to_buy,sma_10d,sma_100d,sma_200d,sma_50d,std_10d,sma_10d_1weeks_ago,sma_10d_1months_ago,sma_10d_2months_ago,sma_10d_3months_ago,sma_10d_4months_ago,sma_10d_5months_ago,sma_10d_6months_ago,sma_10d_7months_ago,sma_10d_11months_ago,RnD_expenses,revenues,GP,netIncome,dividendsPaid,sector,ebitda,income_lag_days,marketCap,total_debt,balance_lag_days,cashcasheq,netDebt,curr_est_eps,curr_est_rev,future_est_rev,EV,max_in_4M,max4M_lag,min_in_4M,min4M_lag,max_minus_min,var_price_to_minmax,maxPercen_4M,max_in_1M,max1M_lag,min_in_1M,min1M_lag,max_minus_min1M,var_price_to_minmax1M,maxPercen_1M,max_in_2W,max2W_lag,min_in_2W,min2W_lag,max_minus_min2W,var_price_to_minmax2W,maxPercen_2W,max_in_8M,max8M_lag,dist_max8M_4M,min_in_8M,min8M_lag,dist_min8M_4M,max_minus_min8M,var_price_minmax8M,maxPercen_8M,Spread1Mby8M,Spread4Mby8M,Spread1Mby4M,debtToPrice,markRevRatio,eps_growth,pe,peg,PS_to_PEG,netDebtToPrice,dividend_payout_ratio,EVGP,EVRevenues,fwdPriceTosale,fwdPriceTosale_diff,var_sma50D,var_sma100D,var_sma10D,var_sma10D_50D,var_sma50D_100D,var_sma50D_200D,var_sma10D_100D,var_sma10D_200D,relative_std,deriv_1w,deriv_1m,deriv_2m,deriv_3m,deriv_4m,deriv_5m,deriv_6m,deriv_max4M,deriv_min4M,deriv_max8M,deriv_min8M,deriv_1w1m_growth,deriv_1m2m_growth,deriv_3m4m_growth,1W_return,price_to_SMA10d_1W,price_to_SMA10d_5M,1M_return,2M_return,3M_return,4M_return,5M_return,6M_return,7M_return,1y_return,1M_1W_growth,2M_1W_growth,1M1W_2M1W_growth,2M_1M_growth,3M_2M_growth,4M_3M_growth,1Y_6M_growth,price_to_sma_10d_ratio,price_to_sma_50d_ratio,price_to_sma_100d_ratio,price_to_sma_200d_ratio,sma_10d_to_sma_50d_ratio,sma_10d_to_sma_100d_ratio,sma_10d_to_sma_200d_ratio,sma_50d_to_sma_100d_ratio,sma_50d_to_sma_200d_ratio,sma_100d_to_sma_200d_ratio,golden_cross,death_cross,smas_above_count,price_above_all_sma,price_below_all_sma,combined_valuation_score,market_cap_quintile,return_to_pe,sma10_yoy_growth
2022-11-17,PNW,72.31,25.84,-0.18,0,71.1,71.2,72.5,68.29,1.89,68.78,62.49,75.55,76.73,71.4,71.83,73.66,78.62,67.06,0,1469871000,661637000,326326000,-94296000.0,utilities,650077000,48,8192578380,8609844000,48,7032000,8602812000,2.61,1314705091,638278287,16795390380,78.25,93,59.76,36,18.49,0.68,0.08,73.88,2,62.65,28,11.23,0.86,0.02,73.88,2,68.29,9,5.59,0.72,0.02,80.49,225,132,59.76,36,0,20.73,0.61,0.11,0.54,0.89,0.61,1.05,5.57,-1.07,27.74,-25.94,-4.65,1.05,-0.29,25.38,11.43,12.84,7.26,0.06,0.02,0.02,0.04,-0.04,-0.06,-0.0,-0.02,0.03,14.12,9.82,-1.62,-1.47,0.23,0.1,-0.22,-0.06,0.35,-0.04,0.35,0.44,-7.06,-7.48,0.05,1.05,1.01,0.16,-0.04,-0.06,0.01,0.01,-0.02,-0.08,0.08,0.1,-0.09,-2.12,-0.17,-0.02,0.07,0.1,0.02,0.06,0.02,-0.0,0.04,-0.0,-0.02,-0.04,-0.06,-0.02,0,1,3,0,0,9.06,2,-0.0,6.02
2022-11-17,AIV,7.81,16.25,0.01,0,7.59,7.91,7.27,7.7,0.23,7.56,7.12,9.01,8.92,6.79,6.04,5.84,6.99,7.75,0,47683000,30228000,29472000,-3043000.0,real estate,122754000,48,1161776550,1038876000,48,206366000,832510000,0.01,208023000,208173000,1994286550,9.6,97,6.68,34,2.92,0.39,0.23,7.94,17,7.17,29,0.77,0.83,0.02,7.86,1,7.19,8,0.67,0.93,0.01,9.6,97,0,5.43,191,157,4.17,0.57,0.23,0.18,0.7,0.26,0.89,24.36,0.17,1209.91,7258.36,297.91,0.72,-0.1,65.97,41.82,5.58,-18.78,0.01,-0.01,0.03,-0.01,-0.03,0.06,-0.04,0.04,0.03,1.0,0.69,-0.6,-0.37,0.25,0.35,0.33,-0.02,0.03,-0.02,0.01,0.45,-2.15,-2.45,0.03,1.03,1.29,0.1,-0.13,-0.12,0.15,0.29,0.34,0.12,0.01,0.06,-0.16,-1.38,-0.21,0.01,0.31,-0.25,0.03,0.01,-0.01,0.07,-0.01,-0.04,0.04,-0.03,0.06,0.09,1,0,3,0,0,2844.75,1,-0.0,-2.06
2022-11-17,MU,58.74,18.18,-0.02,0,59.15,57.07,65.69,54.29,2.53,55.64,53.51,54.96,62.69,58.25,62.59,70.36,73.42,84.38,839000000,6643000000,2622000000,1492000000,-126000000.0,technology,3480000000,77,64026600000,7516000000,77,8262000000,-746000000,1.37,6728346474,4133514968,63280600000,65.04,97,48.88,52,16.16,0.61,0.11,63.1,2,52.21,21,10.89,0.6,0.07,63.1,2,55.97,8,7.13,0.39,0.07,82.05,233,136,48.88,52,0,33.17,0.3,0.4,0.33,0.49,0.67,0.12,9.64,-1.01,42.88,-42.27,-4.39,-0.01,-0.08,24.13,9.53,15.49,5.85,0.08,0.03,-0.01,0.09,-0.05,-0.17,0.04,-0.1,0.04,12.4,5.23,1.89,-1.32,0.12,-0.77,-1.94,-0.06,0.19,-0.1,0.19,1.37,1.77,-11.75,0.06,1.06,0.94,0.1,0.07,-0.06,0.01,-0.06,-0.17,-0.2,-0.3,0.04,0.01,2.22,-0.03,-0.12,0.08,-0.17,-0.01,0.08,0.03,-0.11,0.09,0.04,-0.1,-0.05,-0.17,-0.13,0,1,2,0,0,8.25,5,-0.0,-29.9
2024-07-30,CTVA,55.53,21.87,-0.3,0,55.02,54.83,51.74,53.83,0.54,53.82,52.76,55.91,54.67,55.77,54.57,45.35,47.49,50.3,357000000,6112000000,3012000000,1053000000,-111000000.0,basic materials,1885000000,30,38643327000,4724000000,30,2141000000,2583000000,1.72,6146141222,2695481221,41226327000,57.83,82,50.72,21,7.11,0.68,0.04,55.54,13,50.72,21,4.82,1.0,0.0,55.54,13,53.82,6,1.72,0.99,0.0,57.83,82,0,43.89,238,217,13.94,0.84,0.04,0.35,0.51,0.68,0.12,6.32,-1.18,32.27,-27.44,-4.34,0.07,-0.11,13.69,6.75,14.34,8.01,0.03,0.01,0.01,0.02,-0.02,0.04,0.0,0.06,0.01,6.84,2.77,-0.19,0.29,-0.06,0.19,1.7,-0.03,0.23,-0.03,0.05,1.47,-15.58,-5.78,0.03,1.03,1.02,0.05,-0.01,0.02,-0.0,0.02,0.22,0.17,0.1,0.02,-0.04,-1.54,-0.06,0.02,-0.02,-0.1,0.01,0.03,0.01,0.07,0.02,0.0,0.06,-0.02,0.04,0.06,1,0,4,1,0,6.17,5,0.0,9.38
2022-07-21,HRB,37.71,20.31,-1.08,1,37.24,30.47,27.19,34.78,0.44,36.66,34.52,30.52,27.17,25.41,24.66,22.33,23.65,25.49,0,1050073000,658484000,222703000,-43041000.0,consumer cyclical,346785000,21,6006599640,1922594000,21,885015000,1037579000,1.24,996330141,181763333,7044178640,38.06,2,23.77,72,14.29,0.98,0.01,38.06,2,34.15,28,3.91,0.91,0.01,38.06,2,36.74,3,1.32,0.73,0.01,38.06,2,0,21.44,181,109,16.62,0.98,0.01,0.24,0.86,0.27,0.32,5.72,-1.87,30.31,-16.19,-2.83,0.17,-0.19,10.7,6.71,33.05,27.33,0.08,0.24,0.01,0.07,0.14,0.28,0.22,0.37,0.01,4.2,3.19,3.6,3.51,3.08,2.61,2.56,-0.18,0.19,-0.18,0.09,0.32,-0.11,0.14,0.03,1.03,1.53,0.09,0.24,0.39,0.48,0.53,0.69,0.59,0.48,0.06,0.2,-0.69,0.13,0.12,0.07,-0.12,0.01,0.08,0.24,0.39,0.07,0.22,0.37,0.14,0.28,0.12,1,0,4,1,0,8.27,2,0.01,46.1
2024-02-09,BMY,49.81,29.37,-4.41,0,48.99,52.37,58.03,50.41,0.56,49.48,51.76,49.67,51.69,57.41,61.37,61.06,64.19,68.77,2478000000,11477000000,8732000000,1762000000,-1160000000.0,healthcare,4453000000,40,100765630000,41464000000,40,11464000000,30000000000,1.55,11192359347,11481563023,130765630000,57.37,115,47.98,4,9.39,0.19,0.15,50.66,30,47.98,4,2.68,0.68,0.02,49.87,11,47.98,4,1.89,0.97,0.0,66.16,238,123,47.98,4,0,18.18,0.1,0.33,0.15,0.52,0.29,0.41,8.78,-3.84,32.06,-8.35,-0.95,0.3,-0.66,14.98,11.39,8.78,-0.0,-0.01,-0.05,0.02,-0.03,-0.04,-0.13,-0.06,-0.16,0.01,1.32,-1.95,0.07,-0.63,-1.9,-2.31,-1.88,-0.07,0.46,-0.07,0.46,-1.68,-28.86,-0.67,0.01,1.01,0.81,-0.04,0.0,-0.04,-0.13,-0.19,-0.18,-0.22,-0.28,-0.04,-0.0,10.52,0.04,-0.04,-0.1,-0.11,0.02,-0.01,-0.05,-0.14,-0.03,-0.06,-0.16,-0.04,-0.13,-0.1,0,1,1,0,0,12.89,5,-0.0,-28.76
2024-02-09,UAL,42.33,23.63,-0.54,1,41.45,40.18,45.26,41.27,0.58,41.33,41.6,40.03,36.1,41.58,49.0,53.39,54.74,52.37,0,13626000000,1616000000,599000000,0.0,industrials,1885000000,40,13896939000,36739000000,40,6089000000,30650000000,1.69,13549413512,12449776382,44546939000,44.51,29,33.9,105,10.61,0.79,0.05,44.51,29,37.88,23,6.63,0.67,0.05,42.33,0,40.01,4,2.32,1.0,0.0,57.61,203,174,33.9,105,0,23.71,0.36,0.36,0.28,0.45,0.62,2.64,1.02,-1.32,25.11,-19.0,-18.63,2.21,0.0,27.57,3.27,1.12,0.1,0.03,0.05,0.02,0.0,0.03,-0.09,0.03,-0.08,0.01,4.0,0.73,1.15,2.08,0.19,-1.33,-1.84,-0.08,0.08,-0.08,0.08,4.48,-0.37,10.08,0.02,1.02,0.86,0.02,0.06,0.17,0.02,-0.14,-0.21,-0.23,-0.19,-0.01,0.03,-1.2,0.04,0.11,-0.13,0.02,0.02,0.03,0.05,-0.06,0.0,0.03,-0.08,0.03,-0.09,-0.11,0,1,3,0,0,11.22,3,0.01,-20.85
2024-02-09,AIV,7.51,-17.25,-0.09,0,7.52,7.02,7.6,7.56,0.1,7.63,7.82,7.05,6.06,6.64,7.68,8.28,8.42,7.64,0,49352000,12559000,-151500000,0.0,real estate,-127483000,40,1060434530,1277921000,40,139267000,1138654000,-0.06,48178000,49846000,2199088530,7.98,43,5.68,102,2.3,0.8,0.06,7.84,29,7.37,4,0.47,0.3,0.04,7.7,11,7.37,4,0.33,0.42,0.03,8.89,203,160,5.68,102,0,3.21,0.57,0.18,0.15,0.72,0.2,1.21,21.49,0.5,-125.17,-250.33,-11.65,1.07,-0.0,175.1,44.56,21.27,-0.21,-0.01,0.07,-0.0,-0.01,0.08,-0.01,0.07,-0.01,0.01,-0.48,-0.31,0.23,0.48,0.22,-0.03,-0.13,-0.01,0.02,-0.01,0.02,0.55,-2.35,1.22,-0.02,0.98,0.98,-0.04,0.07,0.24,0.13,-0.02,-0.09,-0.11,-0.02,-0.02,0.08,-1.3,0.11,0.16,-0.09,0.08,-0.0,-0.01,0.07,-0.01,-0.01,0.07,-0.01,0.08,-0.01,-0.08,0,1,1,0,0,-66.8,1,-0.0,-1.57
2021-09-20,CTVA,41.49,16.43,-0.31,1,42.98,44.34,44.07,43.32,0.89,44.06,44.73,42.61,44.46,46.13,47.15,46.47,44.18,33.21,293000000,5627000000,2617000000,970000000,-95000000.0,basic materials,1787000000,82,30445362000,1778000000,82,2861000000,-1083000000,1.27,5345808217,2031820805,29362362000,46.06,39,40.93,63,5.13,0.11,0.11,44.92,18,41.49,0,3.43,0.0,0.08,44.33,13,41.49,0,2.84,0.0,0.07,49.79,139,100,38.69,236,173,11.1,0.25,0.2,0.31,0.46,0.67,0.06,5.41,-1.25,32.78,-26.28,-4.86,-0.04,-0.1,11.22,5.22,14.98,9.57,-0.04,-0.06,-0.03,-0.01,-0.02,-0.02,-0.03,-0.02,0.02,-10.28,-3.24,-0.56,-0.99,-1.16,-1.13,-0.83,-0.12,0.01,-0.06,0.01,2.17,4.79,-0.15,-0.06,0.94,0.88,-0.07,-0.03,-0.07,-0.1,-0.12,-0.11,-0.06,0.25,-0.01,0.03,-1.44,0.05,-0.04,-0.04,0.4,-0.03,-0.04,-0.06,-0.06,-0.01,-0.03,-0.02,-0.02,-0.02,0.01,0,1,0,0,1,5.91,4,-0.0,29.42
2021-09-20,HRB,25.27,11.54,-1.03,0,25.15,24.6,21.79,25.0,0.48,25.65,25.49,23.78,24.98,24.24,22.32,20.71,19.37,17.56,61596000,253761000,207913000,101437000,-47181000.0,consumer cyclical,265673000,82,4500561730,0,82,1434381000,-1434381000,-1.41,470830000,168718090,3066180730,26.27,12,23.2,84,3.07,0.67,0.04,26.27,12,24.58,6,1.69,0.41,0.04,26.27,12,24.58,6,1.69,0.41,0.04,26.27,12,0,16.67,242,158,9.6,0.9,0.04,0.18,0.32,0.55,0.0,17.74,-0.27,-17.92,66.0,3.72,-0.32,-0.47,14.75,12.08,26.68,8.94,0.01,0.03,0.0,0.01,0.02,0.15,0.02,0.15,0.02,-1.52,-0.22,0.74,0.1,0.26,0.59,0.76,-0.08,0.02,-0.08,0.04,5.91,-1.3,-0.62,-0.01,0.99,1.13,-0.01,0.06,0.01,0.04,0.13,0.22,0.3,0.44,0.01,0.08,-0.92,0.07,-0.05,0.03,0.18,0.0,0.01,0.03,0.16,0.01,0.02,0.15,0.02,0.15,0.13,1,0,4,1,0,20.94,1,-0.0,43.22
2021-09-20,CCL,23.24,-28.08,-1.44,1,23.16,25.27,24.64,22.79,0.28,23.39,22.75,22.51,29.54,26.67,27.73,28.11,21.94,14.74,0,546000000,-1070000000,-2836000000,-3025000000.0,consumer cyclical,-1845000000,20,26307680000,32644000000,20,7151000000,25493000000,-1.53,670376687,1408437136,51800680000,31.31,110,19.72,63,11.59,0.3,0.35,24.35,24,22.75,10,1.6,0.31,0.05,23.56,13,22.75,10,0.81,0.6,0.01,31.31,110,0,18.67,234,171,12.64,0.36,0.35,0.13,0.92,0.14,1.24,48.18,-0.06,-15.2,273.7,5.68,0.97,1.07,-48.41,94.87,18.68,-29.5,0.02,-0.08,0.0,0.02,-0.1,-0.08,-0.08,-0.06,0.01,-0.6,0.49,0.36,-2.1,-0.86,-0.9,-0.81,-0.07,0.06,-0.07,0.02,-2.22,0.34,1.45,-0.01,0.99,0.84,0.02,0.03,-0.21,-0.13,-0.16,-0.17,0.06,0.58,0.03,0.04,-0.28,0.01,-0.24,0.11,0.91,0.0,0.02,-0.08,-0.06,0.02,-0.08,-0.06,-0.1,-0.08,0.03,0,1,2,0,0,70.03,4,0.01,57.12
2022-03-03,FSLR,67.37,24.7,-0.43,1,69.68,91.85,90.39,77.68,3.35,69.08,75.64,87.63,105.03,113.48,94.79,94.49,84.84,83.11,29881000,907319000,246489000,131370000,0.0,energy,238753000,62,7107535000,239901000,62,1450654000,-1210753000,1.07,917694666,588727412,5896782000,116.66,119,64.9,8,51.76,0.05,0.73,75.62,2,64.9,8,10.72,0.23,0.12,75.62,2,64.9,8,10.72,0.23,0.12,121.14,122,3,64.9,8,0,56.24,0.04,0.8,0.19,0.92,0.21,0.03,7.83,-1.4,62.77,-44.89,-5.73,-0.17,0.0,23.92,6.5,12.07,4.24,-0.13,-0.27,-0.03,-0.1,-0.15,-0.14,-0.24,-0.23,0.05,-6.84,-8.27,-10.13,-12.55,-11.53,-5.48,-4.52,-0.41,0.31,-0.44,0.31,-0.17,-0.18,0.09,-0.02,0.98,0.71,-0.11,-0.23,-0.36,-0.41,-0.29,-0.29,-0.21,-0.19,-0.09,-0.21,-0.59,-0.14,-0.17,-0.07,0.14,-0.03,-0.13,-0.27,-0.25,-0.1,-0.24,-0.23,-0.15,-0.14,0.02,0,1,0,0,1,13.94,2,-0.01,-16.16
2024-02-15,BMY,49.44,29.2,-4.41,0,48.99,51.98,57.66,50.39,0.54,48.98,51.49,50.64,51.47,56.73,60.23,61.06,63.1,67.48,2478000000,11477000000,8732000000,1762000000,-1160000000.0,healthcare,4453000000,46,100017120000,41464000000,46,11464000000,30000000000,1.55,11192359347,11481563023,130017120000,57.37,121,47.98,10,9.39,0.16,0.16,50.24,22,47.98,10,2.26,0.65,0.02,49.81,6,47.98,10,1.83,0.8,0.01,66.16,244,123,47.98,10,0,18.18,0.08,0.34,0.12,0.52,0.24,0.41,8.71,-3.84,31.82,-8.29,-0.95,0.3,-0.66,14.89,11.33,8.71,-0.0,-0.02,-0.05,0.01,-0.03,-0.03,-0.13,-0.06,-0.15,0.01,1.84,-2.05,-0.6,-0.68,-1.82,-2.16,-1.94,-0.07,0.15,-0.07,0.15,-1.9,2.42,-0.63,0.01,1.01,0.82,-0.04,-0.02,-0.04,-0.13,-0.18,-0.19,-0.22,-0.27,-0.05,-0.03,0.49,0.02,-0.02,-0.09,-0.1,0.01,-0.02,-0.05,-0.14,-0.03,-0.06,-0.15,-0.03,-0.13,-0.1,0,1,1,0,0,12.81,5,-0.0,-27.4
2022-09-21,CTVA,59.23,23.27,-0.22,1,61.86,58.0,54.92,59.11,1.12,61.87,61.02,52.75,57.42,55.85,60.41,54.14,50.87,43.01,296000000,6252000000,2929000000,969000000,-101000000.0,basic materials,1812000000,83,42568601000,1995000000,83,2401000000,-406000000,1.46,6084128225,2590331416,42162601000,63.81,7,50.93,90,12.88,0.64,0.08,63.81,7,59.23,0,4.58,0.0,0.08,63.81,7,59.23,0,4.58,0.0,0.08,63.81,7,0,46.01,238,148,17.8,0.74,0.08,0.26,0.72,0.36,0.05,6.81,-1.15,40.7,-35.34,-5.19,-0.01,-0.1,14.39,6.74,16.43,9.62,0.0,0.02,-0.04,0.05,0.02,0.08,0.07,0.13,0.02,-10.56,-1.79,3.24,0.6,0.84,-0.24,0.85,-0.65,0.09,-0.65,0.06,4.9,-1.55,-0.29,-0.04,0.96,0.98,-0.03,0.12,0.03,0.06,-0.02,0.09,0.16,0.38,0.01,0.17,-0.92,0.16,-0.08,0.03,0.26,-0.04,0.0,0.02,0.08,0.05,0.07,0.13,0.02,0.08,0.06,1,0,3,0,0,6.58,5,0.0,43.83
2022-09-21,HRB,44.78,23.56,-1.08,0,45.14,38.03,31.36,42.93,0.31,45.01,45.34,37.24,34.52,30.52,27.17,25.41,24.66,24.81,0,1050073000,658484000,222703000,-43041000.0,consumer cyclical,346785000,83,7132737520,1922594000,83,885015000,1037579000,1.24,996330141,181763333,8170316520,48.44,34,33.0,96,15.44,0.76,0.08,46.83,27,44.41,15,2.42,0.15,0.05,45.63,9,44.78,0,0.85,0.0,0.02,48.44,34,0,21.79,237,141,26.65,0.86,0.08,0.09,0.58,0.16,0.27,6.79,-1.87,35.99,-19.23,-2.83,0.15,-0.19,12.41,7.78,39.24,32.45,0.04,0.18,-0.01,0.05,0.13,0.37,0.19,0.44,0.01,-0.92,-0.56,3.77,3.42,3.57,3.52,3.23,-0.11,0.12,-0.11,0.1,0.64,-1.15,-0.04,-0.01,0.99,1.65,-0.01,0.2,0.3,0.47,0.65,0.76,0.82,0.8,-0.01,0.21,-1.03,0.22,0.08,0.13,0.02,-0.01,0.04,0.18,0.43,0.05,0.19,0.44,0.13,0.37,0.21,1,0,3,0,0,9.72,2,0.01,81.94
2022-04-12,UBER,31.99,-12.07,-0.27,0,34.15,37.02,40.77,34.14,1.88,35.35,31.75,37.39,42.9,37.73,44.86,46.34,40.3,49.82,587000000,6854000000,2828000000,-5936000000,0.0,technology,-5785000000,12,62838084960,11163000000,12,4184000000,6979000000,-0.27,6094690494,7383744903,69817084960,44.42,98,28.57,36,15.85,0.22,0.39,37.19,14,29.27,29,7.92,0.34,0.16,36.58,13,31.99,0,4.59,0.0,0.14,48.36,179,81,28.57,36,0,19.79,0.17,0.51,0.4,0.8,0.5,0.18,9.17,0.01,-120.22,-14154.87,-1543.93,0.11,-0.0,24.69,10.19,8.51,-0.66,-0.06,-0.14,-0.06,0.0,-0.08,-0.16,-0.08,-0.16,0.06,-13.44,0.24,-2.7,-3.64,-1.43,-2.57,-2.39,-0.13,0.09,-0.09,0.09,-57.0,-1.09,1.53,-0.1,0.9,0.71,0.01,-0.14,-0.25,-0.15,-0.29,-0.31,-0.21,-0.36,0.11,-0.05,-3.08,-0.15,-0.13,0.14,-0.07,-0.06,-0.06,-0.14,-0.22,0.0,-0.08,-0.16,-0.08,-0.16,-0.09,0,1,0,0,1,-4750.13,5,0.0,-31.45
2021-01-06,ALK,51.52,-20.59,-3.63,1,51.46,43.06,38.28,47.46,1.16,51.24,51.3,37.85,36.82,39.09,34.86,35.99,36.71,65.59,0,808000000,-304000000,-430000000,0.0,industrials,-490000000,6,6403884480,5053000000,6,1370000000,3683000000,-2.9,816728738,786445567,10086884480,53.01,34,35.7,104,17.31,0.91,0.03,52.9,7,48.93,23,3.97,0.65,0.03,52.9,7,49.24,2,3.66,0.62,0.03,53.01,34,0,25.52,238,134,27.49,0.95,0.03,0.14,0.63,0.23,0.79,7.93,0.25,-17.79,-70.13,-8.85,0.58,-0.0,-33.18,12.48,8.14,0.22,0.09,0.2,0.0,0.08,0.1,0.24,0.2,0.34,0.02,1.12,0.22,6.84,4.9,3.11,3.33,2.59,-0.04,0.15,-0.04,0.11,4.09,-0.97,0.58,0.01,1.01,1.48,0.0,0.36,0.4,0.32,0.48,0.43,0.4,-0.21,-0.0,0.35,-1.0,0.36,0.03,-0.06,-0.45,0.0,0.09,0.2,0.35,0.08,0.2,0.34,0.1,0.24,0.12,1,0,4,1,0,-40.37,2,-0.02,-21.54
2021-01-06,UAL,43.54,-21.96,-7.08,1,43.45,38.93,35.1,42.13,0.76,44.33,45.3,34.07,34.75,36.39,32.67,34.7,31.71,78.05,0,3412000000,-1378000000,-1897000000,0.0,industrials,-1606000000,6,13784764000,32751000000,6,11269000000,21482000000,-6.62,3423363102,3259215365,35266764000,49.91,34,32.6,70,17.31,0.63,0.15,49.64,27,41.63,2,8.01,0.24,0.14,44.65,7,41.63,2,3.02,0.63,0.03,49.91,34,0,19.92,236,166,29.99,0.79,0.15,0.27,0.58,0.46,2.38,4.04,0.07,-6.57,-94.56,-23.41,1.56,-0.0,-25.59,10.34,4.23,0.19,0.03,0.12,0.0,0.03,0.08,0.2,0.12,0.24,0.02,-3.16,-1.76,4.73,2.93,1.79,2.17,1.47,-0.19,0.16,-0.19,0.1,0.8,-1.37,0.64,-0.02,0.98,1.33,-0.04,0.28,0.25,0.2,0.33,0.25,0.37,-0.44,-0.02,0.3,-1.07,0.33,-0.02,-0.05,-0.56,0.0,0.03,0.12,0.24,0.03,0.12,0.24,0.08,0.2,0.11,1,0,4,1,0,-42.24,3,-0.04,-44.33
2021-01-06,CCJ,14.42,29.42,-0.1,1,13.66,10.81,10.45,11.25,0.44,13.4,10.18,9.46,9.97,11.2,10.83,10.06,10.5,8.42,2297000,550356000,108732000,79827000,-31638000.0,energy,197219000,6,5725259120,995541000,6,918382000,77159000,-0.04,427248250,316601946,5802418120,14.57,1,9.07,63,5.5,0.97,0.01,14.57,1,11.56,28,3.01,0.95,0.01,14.57,1,13.39,7,1.18,0.87,0.01,14.57,1,0,9.07,63,0,5.5,0.97,0.01,0.55,1.0,0.55,0.17,10.4,1.32,-342.45,-259.84,-24.98,0.01,-0.4,53.36,10.54,18.08,7.68,0.28,0.33,0.06,0.21,0.04,0.08,0.26,0.31,0.03,4.08,4.24,2.48,1.48,0.81,0.72,0.73,-0.15,0.08,-0.15,0.08,-0.04,0.71,0.84,0.08,1.08,1.33,0.42,0.52,0.45,0.29,0.33,0.43,0.37,0.71,0.32,0.42,-0.24,0.08,-0.05,-0.11,0.19,0.06,0.28,0.33,0.38,0.21,0.26,0.31,0.04,0.08,0.03,1,0,4,1,0,-182.98,2,-0.0,62.23
2021-01-06,AIV,5.07,-19.59,-0.01,0,5.06,30.16,33.55,24.83,0.08,4.88,34.82,29.63,34.69,36.29,37.08,37.66,38.28,53.26,0,-390154000,-405846000,-39330000,0.0,real estate,-79009000,6,754993980,1082590000,6,289582000,793008000,0.01,212635339,200300000,1548001980,42.13,30,4.52,19,37.61,0.01,7.31,42.13,30,4.52,19,37.61,0.01,7.31,5.28,6,4.97,8,0.31,0.32,0.04,43.82,212,182,4.52,19,0,39.3,0.01,7.64,0.96,0.96,1.0,1.43,-1.94,-2.15,906.17,-420.75,217.43,1.05,-0.0,-3.81,-3.97,3.77,5.7,-0.8,-0.83,0.0,-0.8,-0.18,-0.26,-0.83,-0.85,0.02,0.76,-29.75,-12.28,-9.87,-7.8,-6.4,-5.43,-1.24,0.03,-0.18,0.03,-1.03,1.42,0.27,0.04,1.04,0.14,-0.85,-0.83,-0.85,-0.86,-0.86,-0.87,-0.87,-0.9,-0.86,-0.84,0.03,0.18,-0.15,-0.04,-0.29,0.0,-0.8,-0.83,-0.85,-0.8,-0.83,-0.85,-0.18,-0.26,-0.1,0,1,1,0,0,160.54,1,-0.0,-90.5
2021-01-06,HRB,16.16,-28.28,-1.41,1,15.67,16.45,15.88,17.11,0.26,15.56,18.54,17.56,15.96,14.76,14.55,14.43,17.69,23.3,0,176550000,-68505000,-223726000,-50154000.0,consumer cyclical,-168367000,67,2952584679,2018519000,67,208956000,1809563000,2.86,1855103350,470830000,4762147679,19.18,43,13.9,110,5.28,0.43,0.19,17.7,30,15.16,15,2.54,0.39,0.1,16.16,0,15.47,13,0.69,1.0,0.0,19.76,212,169,13.15,181,71,6.61,0.46,0.22,0.38,0.8,0.48,0.68,16.72,-1.49,5.65,-3.79,-0.23,0.61,0.22,-69.52,26.97,6.27,-10.45,-0.06,-0.02,0.03,-0.08,0.04,0.08,-0.05,-0.01,0.02,2.4,-2.38,-0.7,0.07,0.35,0.32,0.29,-0.07,0.02,-0.02,0.02,-2.01,2.4,-0.81,0.04,1.04,1.11,-0.13,-0.08,0.01,0.09,0.11,0.12,-0.09,-0.31,-0.16,-0.11,0.41,0.06,0.1,0.08,-0.38,0.03,-0.06,-0.02,0.02,-0.08,-0.05,-0.01,0.04,0.08,0.04,1,0,2,0,0,-22.55,1,0.0,-32.75
2023-11-13,NCLH,13.1,25.09,-0.12,1,13.26,17.31,16.12,15.25,0.29,13.48,16.11,16.52,18.68,21.86,16.79,14.03,13.18,15.87,0,2536037000,1053291000,345868000,0.0,consumer cyclical,747988000,44,5573084438,13874697000,44,681558000,13193139000,0.68,2526497546,1966360624,18766223438,22.07,105,12.76,4,9.31,0.04,0.68,15.14,27,12.76,4,2.38,0.14,0.16,13.81,10,12.76,4,1.05,0.32,0.05,22.52,126,21,12.2,231,227,10.32,0.09,0.72,0.23,0.9,0.26,2.49,2.2,-1.17,19.13,-16.32,-7.42,2.37,0.0,17.82,7.4,2.83,0.64,-0.14,-0.24,-0.01,-0.13,-0.12,-0.05,-0.23,-0.18,0.02,-1.52,-3.01,-1.71,-1.86,-2.19,-0.74,-0.15,-0.09,0.08,-0.07,0.0,-0.5,0.76,-0.15,-0.03,0.97,0.78,-0.19,-0.21,-0.3,-0.4,-0.22,-0.07,-0.01,-0.17,-0.16,-0.18,-0.11,-0.02,-0.12,-0.15,-0.12,-0.01,-0.14,-0.24,-0.19,-0.13,-0.23,-0.18,-0.12,-0.05,0.07,0,1,0,0,1,6.88,2,-0.02,-16.45
