date,symbol,price,divpayout_ratio,rev_growth,to_buy
2024-04-22,NVDA,79.52,-0.00805860805860806,0.2058056867398748,1
2024-04-22,WAT,299.23,0.0,0.10151620825504067,1
2024-04-22,RKLB,3.59,-0.0,0.11041550909792831,1
2024-04-22,ALAB,65.79,-0.0,0.27709190476190476,1
2024-04-22,GLBE,32.68,-0.0,0.17243106217998264,0
2024-04-22,MELI,1368.23,0.0,0.20927496705693718,0
2024-04-22,APP,67.85,0.0,0.10990586772040388,1
2024-04-22,HIMS,11.88,0.0,0.1268284950091383,1
2024-04-22,AAL,14.53,-0.0,0.14089354665785706,0
2024-04-22,FOUR,61.02,0.0,0.17286719947962145,1
2024-04-22,HBI,4.55,-0.0,0.1401923618713894,1
2024-04-22,TSLA,142.05,0.0,0.10439763139117589,1
2024-04-22,LYV,88.45,-0.0,0.8464120131510553,1
2024-04-22,BSX,68.02,0.0,0.09357334311354568,1
2024-04-22,IONQ,7.49,-0.0,0.22361754001625384,1
2024-04-22,DXCM,131.52,0.0,0.13986965535129584,0
2024-04-22,ZETA,11.86,-0.0,0.13506837949937578,1
2024-04-22,FSLR,176.28,0.0,0.30461316138918887,1
2024-04-22,INCY,51.92,0.0,0.10083160539601835,1
2024-04-22,GEV,136.69,-0.0,0.1339300717734894,1
2024-04-22,RCL,131.99,0.0,0.09705367604850305,1
2024-04-22,MBLY,30.12,-0.0,0.8379437737900924,0
2024-04-22,NVR,7806.79,0.0,0.13845471367150172,0
2024-04-22,EXPE,131.59,-0.0,0.2601862146748655,0
2024-04-22,ALK,45.53,-0.0,0.34473738953692823,0
2024-04-22,CMG,57.69,0.0,0.09866027530955962,1
2024-04-22,TMDX,86.51,0.0,0.1797853924530512,1
2024-04-22,UAL,53.94,-0.0,0.2079620571935185,0
2023-11-03,TTD,79.08,0.0,0.19544749815352647,0
2023-11-03,WDC,43.01,-0.0,0.1295876648472636,1
2023-11-03,NVDA,45.01,-0.010494428215947203,0.259974512727189,1
2023-11-03,WAT,260.49,0.0,0.12909073731588983,1
2023-11-03,GLBE,37.05,-0.0,0.28957966284929587,1
2023-11-03,MELI,1387.79,0.0,0.15912553737782456,0
2023-11-03,APP,39.27,0.0,0.16607886812715392,1
2023-11-03,HIMS,6.48,-0.0,0.1198918290557168,1
2023-11-03,DLTR,116.35,0.0,0.17200971646259644,1
2023-11-03,FOUR,48.41,0.0,0.11908067921584069,1
2023-11-03,CBRE,76.01,0.0,0.12635312756891098,1
2023-11-03,FSLY,17.56,-0.0,0.10303085211221567,1
2023-11-03,GTLB,42.36,-0.0,0.11978874198953707,1
2023-11-03,AMZN,138.6,0.0,0.17259510257478372,1
2023-11-03,GOOGL,129.1,0.0,0.12272723561731738,1
2023-11-03,IONQ,11.58,-0.0,0.15281501340482573,1
2023-11-03,ZETA,8.45,-0.0,0.16011137295643893,0
2023-11-03,DIS,85.07,0.0,0.10951479366290351,1
2023-11-03,ANSS,287.74,0.0,0.7144391879443047,0
2023-11-03,FSLR,151.94,0.0,0.4535533009937076,1
2023-11-03,IT,386.71,0.0,0.1426228471112608,1
2023-11-03,AZO,2574.54,0.0,0.36071481960909874,0
2023-11-03,PVH,77.2,-0.014232673267326733,0.09964332414017174,1
2023-11-03,MU,72.58,0.08811188811188811,0.15802293518304109,1
2023-11-03,CCJ,41.95,0.0,0.2512891666624623,1
2023-11-03,MBLY,36.8,0.0,0.20599483916789543,1
2023-11-03,META,314.6,0.0,0.16512625871721182,1
2023-11-03,TXT,77.52,-0.01486988847583643,0.1409344842259995,0
2023-11-03,TMDX,42.62,-0.0,0.3924609836713468,1
2023-11-03,BA,195.05,-0.0,0.17803693873578144,1
2023-11-03,GOOG,130.37,0.0,0.12271068898999679,1
2023-07-24,NCLH,20.81,0.0,0.16638536869777626,1
2023-07-24,LVS,56.53,0.0,0.12930365179517206,1
2023-07-24,RKLB,7.39,-0.0,0.09356816343980666,0
2023-07-24,GLBE,40.74,-0.0,0.09422916689571673,1
2023-07-24,MELI,1198.43,0.0,0.09227889731073437,0
2023-07-24,APP,28.15,0.0,0.09940837026159358,1
2023-07-24,CCL,17.85,-0.0,0.40072822742365605,0
2023-07-24,CLBT,7.35,-0.0,0.13240769081617967,1
2023-07-24,FOUR,66.69,0.0,0.11766368657262417,0
2023-07-24,LYV,97.16,0.0,0.4115752320086083,0
2023-07-24,GTLB,49.28,-0.0,0.10159764383190634,0
